"","qseqid","sseqid","evalue","bitscore","staxids","sscinames","scomnames","sskingdoms"
"159105","TRINITY_DN17614_c0_g1_i1","gi|357196828|emb|HE610722.1|",8.47e-89,338,"173654","Hematodinium sp.","Hematodinium sp.","Eukaryota"
"159578","TRINITY_DN2641_c0_g2_i1","gi|818211121|gb|KP739906.1|",0,3061,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"159579","TRINITY_DN2641_c0_g2_i3","gi|818211121|gb|KP739906.1|",0,3039,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"159580","TRINITY_DN2641_c0_g2_i2","gi|818211121|gb|KP739906.1|",0,3308,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"159650","TRINITY_DN49316_c0_g1_i1","gi|357196869|emb|HE610761.1|",1.02e-71,280,"173654","Hematodinium sp.","Hematodinium sp.","Eukaryota"
"159740","TRINITY_DN1782_c0_g1_i2","gi|426273191|gb|JX839696.1|",1e-83,322,"1263730","Hematodinium sp. SG-2012","Hematodinium sp. SG-2012","Eukaryota"
"159897","TRINITY_DN57503_c0_g1_i1","gi|818211103|gb|KP739897.1|",4.62e-101,378,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"159926","TRINITY_DN57690_c0_g1_i1","gi|818211085|gb|KP739888.1|",8.7e-124,453,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"161171","TRINITY_DN56839_c0_g1_i1","gi|357196828|emb|HE610722.1|",2.25e-73,286,"173654","Hematodinium sp.","Hematodinium sp.","Eukaryota"
"161377","TRINITY_DN47781_c0_g1_i1","gi|357196828|emb|HE610722.1|",1.49e-107,399,"173654","Hematodinium sp.","Hematodinium sp.","Eukaryota"
"161444","TRINITY_DN47887_c0_g1_i1","gi|357196828|emb|HE610722.1|",1.06e-102,383,"173654","Hematodinium sp.","Hematodinium sp.","Eukaryota"
"161604","TRINITY_DN5777_c0_g2_i11","gi|818211109|gb|KP739900.1|",5.98e-21,114,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"161605","TRINITY_DN5777_c0_g2_i7","gi|818211109|gb|KP739900.1|",7.99e-21,114,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"161606","TRINITY_DN5777_c0_g2_i10","gi|818211109|gb|KP739900.1|",6.35e-21,114,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"161607","TRINITY_DN5777_c0_g2_i19","gi|818211109|gb|KP739900.1|",6.4e-21,114,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"161608","TRINITY_DN5777_c0_g2_i12","gi|818211109|gb|KP739900.1|",8.08e-21,114,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"161609","TRINITY_DN5777_c0_g2_i18","gi|818211109|gb|KP739900.1|",6.04e-21,114,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"162110","TRINITY_DN29764_c0_g1_i2","gi|818211101|gb|KP739896.1|",0,2940,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"162111","TRINITY_DN29764_c0_g1_i2","gi|818211101|gb|KP739896.1|",6.69e-35,161,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"162112","TRINITY_DN29764_c0_g1_i2","gi|818211101|gb|KP739896.1|",7.63e-28,138,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"162113","TRINITY_DN29764_c0_g1_i1","gi|818211101|gb|KP739896.1|",0,1959,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"162233","TRINITY_DN158_c0_g1_i1","gi|426273197|gb|JX839699.1|",0,1180,"1263730","Hematodinium sp. SG-2012","Hematodinium sp. SG-2012","Eukaryota"
"162717","TRINITY_DN12515_c0_g1_i1","gi|818211105|gb|KP739898.1|",0,2682,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"162718","TRINITY_DN12515_c0_g1_i2","gi|818211105|gb|KP739898.1|",0,2066,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"163236","TRINITY_DN540_c1_g1_i4","gi|426273169|gb|JX839685.1|",0,1379,"1263730","Hematodinium sp. SG-2012","Hematodinium sp. SG-2012","Eukaryota"
"163237","TRINITY_DN540_c1_g1_i2","gi|426273169|gb|JX839685.1|",0,1379,"1263730","Hematodinium sp. SG-2012","Hematodinium sp. SG-2012","Eukaryota"
"164116","TRINITY_DN44362_c0_g1_i1","gi|818211081|gb|KP739886.1|",1.44e-127,466,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"164848","TRINITY_DN52545_c0_g1_i1","gi|818211119|gb|KP739905.1|",0,2372,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"164897","TRINITY_DN60749_c0_g1_i1","gi|818211081|gb|KP739886.1|",7.71e-98,367,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"165038","TRINITY_DN34413_c0_g1_i1","gi|818211117|gb|KP739904.1|",0,1570,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"165327","TRINITY_DN923_c0_g1_i2","gi|426273185|gb|JX839693.1|",0,1031,"1263730","Hematodinium sp. SG-2012","Hematodinium sp. SG-2012","Eukaryota"
"165328","TRINITY_DN923_c0_g1_i1","gi|426273185|gb|JX839693.1|",0,1049,"1263730","Hematodinium sp. SG-2012","Hematodinium sp. SG-2012","Eukaryota"
"165613","TRINITY_DN6167_c0_g1_i5","gi|818211083|gb|KP739887.1|",3.29e-23,120,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"166082","TRINITY_DN56363_c0_g1_i1","gi|818211103|gb|KP739897.1|",0,3133,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"166087","TRINITY_DN56349_c0_g1_i1","gi|818211081|gb|KP739886.1|",0,939,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"166094","TRINITY_DN40033_c0_g1_i1","gi|426273179|gb|JX839690.1|",2.53e-54,223,"1263730","Hematodinium sp. SG-2012","Hematodinium sp. SG-2012","Eukaryota"
"166103","TRINITY_DN56492_c0_g1_i1","gi|818211081|gb|KP739886.1|",8.57e-157,563,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"166154","TRINITY_DN2451_c1_g2_i2","gi|818211083|gb|KP739887.1|",1.88e-30,145,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"166155","TRINITY_DN2451_c1_g2_i3","gi|818211083|gb|KP739887.1|",1.91e-30,145,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"167810","TRINITY_DN44930_c0_g1_i1","gi|374284134|gb|JN403082.1|",7.33e-41,179,"412152","Hematodinium perezi","Hematodinium perezi","Eukaryota"
"167968","TRINITY_DN4697_c0_g2_i1","gi|818211093|gb|KP739892.1|",3.13e-26,132,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"167969","TRINITY_DN4697_c0_g2_i2","gi|818211093|gb|KP739892.1|",2.34e-26,132,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"168043","TRINITY_DN10501_c0_g2_i1","gi|818211097|gb|KP739894.1|",0,1773,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"168044","TRINITY_DN10501_c0_g1_i1","gi|818211097|gb|KP739894.1|",7.7e-138,500,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"168139","TRINITY_DN17837_c0_g2_i1","gi|426273183|gb|JX839692.1|",9.99e-99,372,"1263730","Hematodinium sp. SG-2012","Hematodinium sp. SG-2012","Eukaryota"
"168140","TRINITY_DN17837_c0_g2_i3","gi|426273183|gb|JX839692.1|",8.48e-119,439,"1263730","Hematodinium sp. SG-2012","Hematodinium sp. SG-2012","Eukaryota"
"168141","TRINITY_DN17837_c0_g2_i2","gi|426273183|gb|JX839692.1|",3.66e-91,347,"1263730","Hematodinium sp. SG-2012","Hematodinium sp. SG-2012","Eukaryota"
"168238","TRINITY_DN60313_c0_g1_i1","gi|818211083|gb|KP739887.1|",0,1559,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"168510","TRINITY_DN25009_c0_g1_i1","gi|818211085|gb|KP739888.1|",0,659,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"168511","TRINITY_DN25009_c0_g1_i1","gi|818211085|gb|KP739888.1|",5.37e-50,210,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"168512","TRINITY_DN25009_c0_g1_i2","gi|818211085|gb|KP739888.1|",4.28e-73,286,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"168531","TRINITY_DN25005_c0_g2_i1","gi|818211099|gb|KP739895.1|",0,2322,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"168532","TRINITY_DN25005_c0_g2_i1","gi|818211099|gb|KP739895.1|",6.38e-91,347,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"168533","TRINITY_DN25005_c0_g1_i3","gi|818211099|gb|KP739895.1|",4.06e-31,149,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"168534","TRINITY_DN25005_c0_g1_i2","gi|818211099|gb|KP739895.1|",4.14e-31,149,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"168653","TRINITY_DN16054_c0_g1_i2","gi|818211093|gb|KP739892.1|",0,2461,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"168654","TRINITY_DN16054_c0_g1_i2","gi|818211093|gb|KP739892.1|",2.53e-52,219,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"168655","TRINITY_DN16054_c0_g1_i1","gi|818211093|gb|KP739892.1|",3.52e-77,298,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"169183","TRINITY_DN386_c0_g1_i1","gi|426273209|gb|JX839705.1|",0,1070,"1263730","Hematodinium sp. SG-2012","Hematodinium sp. SG-2012","Eukaryota"
"169184","TRINITY_DN386_c0_g1_i2","gi|426273209|gb|JX839705.1|",0,1099,"1263730","Hematodinium sp. SG-2012","Hematodinium sp. SG-2012","Eukaryota"
"280059","TRINITY_DN1305_c0_g1_i3","gi|226732027|gb|FJ844428.1|",0,2709,"333350","Hematodinium sp. ex Nephrops norvegicus","Hematodinium sp. ex Nephrops norvegicus","Eukaryota"
"280063","TRINITY_DN1305_c0_g1_i2","gi|226732027|gb|FJ844428.1|",0,2625,"333350","Hematodinium sp. ex Nephrops norvegicus","Hematodinium sp. ex Nephrops norvegicus","Eukaryota"
"280322","TRINITY_DN18380_c0_g2_i1","gi|818211123|gb|KP739907.1|",0,2641,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"280323","TRINITY_DN18380_c0_g2_i1","gi|818211123|gb|KP739907.1|",1.73e-47,203,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"280324","TRINITY_DN18380_c0_g2_i1","gi|818211123|gb|KP739907.1|",5.31e-35,161,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"280325","TRINITY_DN18380_c0_g2_i2","gi|818211123|gb|KP739907.1|",0,2450,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"280326","TRINITY_DN18380_c0_g2_i2","gi|818211123|gb|KP739907.1|",6.42e-21,114,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"280536","TRINITY_DN43702_c0_g1_i1","gi|818211103|gb|KP739897.1|",3.64e-142,515,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"281560","TRINITY_DN24924_c0_g1_i3","gi|818211107|gb|KP739899.1|",0,2129,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"281561","TRINITY_DN24924_c0_g1_i7","gi|818211107|gb|KP739899.1|",0,2004,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"281562","TRINITY_DN24924_c0_g1_i2","gi|818211107|gb|KP739899.1|",0,2145,"1649283","Hematodinium sp. SG-2015","Hematodinium sp. SG-2015","Eukaryota"
"282042","TRINITY_DN8443_c0_g1_i1","gi|426273179|gb|JX839690.1|",7.79e-174,621,"1263730","Hematodinium sp. SG-2012","Hematodinium sp. SG-2012","Eukaryota"
"282043","TRINITY_DN8443_c0_g1_i8","gi|426273179|gb|JX839690.1|",1.49e-178,637,"1263730","Hematodinium sp. SG-2012","Hematodinium sp. SG-2012","Eukaryota"
"282044","TRINITY_DN8443_c0_g1_i7","gi|426273179|gb|JX839690.1|",0,949,"1263730","Hematodinium sp. SG-2012","Hematodinium sp. SG-2012","Eukaryota"
"282045","TRINITY_DN8443_c0_g1_i4","gi|426273179|gb|JX839690.1|",0,949,"1263730","Hematodinium sp. SG-2012","Hematodinium sp. SG-2012","Eukaryota"
"282046","TRINITY_DN8443_c0_g1_i12","gi|426273179|gb|JX839690.1|",1.6e-157,567,"1263730","Hematodinium sp. SG-2012","Hematodinium sp. SG-2012","Eukaryota"
"282047","TRINITY_DN8443_c0_g3_i1","gi|426273179|gb|JX839690.1|",4.82e-160,574,"1263730","Hematodinium sp. SG-2012","Hematodinium sp. SG-2012","Eukaryota"
"282049","TRINITY_DN8443_c1_g1_i2","gi|426273179|gb|JX839690.1|",1.22e-110,412,"1263730","Hematodinium sp. SG-2012","Hematodinium sp. SG-2012","Eukaryota"
"282050","TRINITY_DN8443_c1_g1_i7","gi|426273179|gb|JX839690.1|",9.4e-111,412,"1263730","Hematodinium sp. SG-2012","Hematodinium sp. SG-2012","Eukaryota"
"282051","TRINITY_DN8443_c1_g1_i5","gi|426273179|gb|JX839690.1|",8.66e-111,412,"1263730","Hematodinium sp. SG-2012","Hematodinium sp. SG-2012","Eukaryota"
"282052","TRINITY_DN8443_c1_g1_i1","gi|426273179|gb|JX839690.1|",1.05e-110,412,"1263730","Hematodinium sp. SG-2012","Hematodinium sp. SG-2012","Eukaryota"
"282053","TRINITY_DN8443_c1_g1_i4","gi|426273179|gb|JX839690.1|",8.86e-111,412,"1263730","Hematodinium sp. SG-2012","Hematodinium sp. SG-2012","Eukaryota"
"282250","TRINITY_DN47692_c0_g1_i1","gi|356483030|emb|HE609032.1|",3.02e-169,605,"333350","Hematodinium sp. ex Nephrops norvegicus","Hematodinium sp. ex Nephrops norvegicus","Eukaryota"
