V1	V2
4539	TRINITY_DN19807_c0_g2_i1	stress response
4540	TRINITY_DN19810_c0_g1_i1	stress response
4541	TRINITY_DN19810_c0_g1_i1	stress response
4542	TRINITY_DN19812_c0_g1_i1	stress response
4543	TRINITY_DN19819_c0_g1_i2	stress response
4544	TRINITY_DN19820_c0_g1_i1	stress response
4545	TRINITY_DN19820_c0_g1_i1	stress response
4546	TRINITY_DN19820_c0_g1_i1	stress response
4547	TRINITY_DN19820_c0_g1_i1	stress response
4548	TRINITY_DN19826_c2_g1_i3	stress response
4549	TRINITY_DN19826_c2_g1_i3	stress response
4550	TRINITY_DN19826_c2_g1_i6	stress response
4551	TRINITY_DN19826_c2_g1_i6	stress response
4552	TRINITY_DN19831_c0_g1_i1	stress response
4553	TRINITY_DN19844_c0_g2_i1	stress response
4554	TRINITY_DN19844_c0_g2_i1	stress response
4555	TRINITY_DN19854_c0_g3_i1	stress response
4556	TRINITY_DN19854_c0_g3_i1	stress response
4557	TRINITY_DN19854_c0_g3_i1	stress response
4558	TRINITY_DN19854_c0_g3_i1	stress response
4559	TRINITY_DN19854_c0_g3_i1	stress response
4560	TRINITY_DN19857_c0_g1_i1	stress response
4561	TRINITY_DN19857_c0_g1_i1	stress response
4562	TRINITY_DN19857_c0_g1_i1	stress response
4563	TRINITY_DN1985_c0_g1_i2	stress response
4564	TRINITY_DN1985_c0_g1_i4	stress response
4565	TRINITY_DN1985_c0_g1_i7	stress response
4566	TRINITY_DN1985_c0_g1_i8	stress response
4567	TRINITY_DN19870_c0_g2_i1	stress response
4568	TRINITY_DN19870_c0_g2_i2	stress response
4569	TRINITY_DN19879_c0_g1_i1	stress response
4570	TRINITY_DN1988_c0_g2_i5	stress response
4571	TRINITY_DN19903_c0_g1_i1	stress response
4572	TRINITY_DN19903_c0_g1_i1	stress response
4573	TRINITY_DN19903_c0_g1_i2	stress response
4574	TRINITY_DN19903_c0_g1_i2	stress response
4575	TRINITY_DN19907_c0_g1_i1	stress response
4576	TRINITY_DN19907_c0_g1_i4	stress response
4577	TRINITY_DN19907_c1_g1_i2	stress response
4578	TRINITY_DN19907_c1_g1_i5	stress response
4579	TRINITY_DN19907_c1_g1_i5	stress response
4580	TRINITY_DN19907_c1_g1_i6	stress response
4581	TRINITY_DN19907_c1_g1_i6	stress response
4582	TRINITY_DN19909_c0_g1_i15	stress response
4583	TRINITY_DN19909_c0_g1_i15	stress response
4584	TRINITY_DN19909_c0_g1_i15	stress response
4585	TRINITY_DN19909_c0_g1_i5	stress response
4586	TRINITY_DN19909_c0_g1_i5	stress response
4587	TRINITY_DN19909_c0_g1_i5	stress response
4588	TRINITY_DN19917_c0_g1_i1	stress response
4589	TRINITY_DN19917_c0_g1_i2	stress response
4590	TRINITY_DN19927_c0_g1_i5	stress response
4591	TRINITY_DN19949_c0_g1_i1	stress response
4592	TRINITY_DN19949_c0_g1_i3	stress response
4593	TRINITY_DN19956_c0_g1_i1	stress response
4594	TRINITY_DN19975_c1_g2_i1	stress response
4595	TRINITY_DN19976_c0_g1_i3	stress response
4596	TRINITY_DN19976_c0_g1_i3	stress response
4597	TRINITY_DN19976_c0_g1_i3	stress response
4598	TRINITY_DN19981_c0_g1_i2	stress response
4599	TRINITY_DN19986_c0_g1_i1	stress response
4600	TRINITY_DN19986_c0_g1_i1	stress response
4601	TRINITY_DN19986_c0_g2_i1	stress response
4602	TRINITY_DN19986_c0_g2_i1	stress response
4603	TRINITY_DN19987_c0_g1_i1	stress response
4604	TRINITY_DN1998_c0_g2_i1	stress response
4605	TRINITY_DN19992_c0_g1_i1	stress response
4606	TRINITY_DN19995_c0_g1_i1	stress response
4607	TRINITY_DN19_c3_g1_i1	stress response
4608	TRINITY_DN19_c3_g1_i1	stress response
4609	TRINITY_DN1_c0_g1_i3	stress response
4610	TRINITY_DN1_c0_g1_i4	stress response
4611	TRINITY_DN1_c0_g1_i6	stress response
4612	TRINITY_DN1_c1_g1_i1	stress response
4613	TRINITY_DN1_c1_g1_i1	stress response
4614	TRINITY_DN1_c1_g1_i3	stress response
4615	TRINITY_DN1_c1_g1_i3	stress response
4616	TRINITY_DN2000_c1_g1_i1	stress response
4617	TRINITY_DN20017_c0_g1_i1	stress response
4618	TRINITY_DN2001_c1_g1_i1	stress response
4619	TRINITY_DN2001_c1_g1_i1	stress response
4620	TRINITY_DN2001_c1_g1_i1	stress response
4621	TRINITY_DN2001_c1_g1_i1	stress response
4622	TRINITY_DN2001_c1_g1_i1	stress response
4623	TRINITY_DN2001_c1_g1_i1	stress response
4624	TRINITY_DN2001_c1_g1_i1	stress response
4625	TRINITY_DN2001_c1_g1_i1	stress response
4626	TRINITY_DN20026_c0_g1_i1	stress response
4627	TRINITY_DN20026_c0_g1_i1	stress response
4628	TRINITY_DN20028_c0_g1_i1	stress response
4629	TRINITY_DN20028_c0_g1_i1	stress response
4630	TRINITY_DN20028_c0_g1_i2	stress response
4631	TRINITY_DN20028_c0_g1_i2	stress response
4632	TRINITY_DN20028_c0_g1_i4	stress response
4633	TRINITY_DN20028_c0_g1_i4	stress response
4634	TRINITY_DN20028_c0_g1_i5	stress response
4635	TRINITY_DN20028_c0_g1_i5	stress response
4636	TRINITY_DN20028_c0_g2_i1	stress response
4637	TRINITY_DN2002_c0_g1_i1	stress response
4638	TRINITY_DN2002_c0_g1_i2	stress response
4639	TRINITY_DN20037_c1_g1_i1	stress response
4640	TRINITY_DN20045_c0_g1_i1	stress response
4641	TRINITY_DN20049_c0_g2_i1	stress response
4642	TRINITY_DN20049_c0_g2_i2	stress response
4643	TRINITY_DN20058_c0_g1_i1	stress response
4644	TRINITY_DN20058_c0_g1_i1	stress response
4645	TRINITY_DN20061_c0_g1_i1	stress response
4646	TRINITY_DN20061_c0_g1_i1	stress response
4647	TRINITY_DN20061_c0_g1_i1	stress response
4648	TRINITY_DN20063_c0_g1_i1	stress response
4649	TRINITY_DN20063_c0_g1_i1	stress response
4650	TRINITY_DN20063_c0_g1_i1	stress response
4651	TRINITY_DN20063_c0_g1_i2	stress response
4652	TRINITY_DN20063_c0_g1_i2	stress response
4653	TRINITY_DN20063_c0_g1_i2	stress response
4654	TRINITY_DN20069_c0_g1_i1	stress response
4655	TRINITY_DN20072_c1_g1_i1	stress response
4656	TRINITY_DN20072_c1_g1_i1	stress response
4657	TRINITY_DN20075_c0_g1_i1	stress response
4658	TRINITY_DN2007_c0_g2_i1	stress response
4659	TRINITY_DN20086_c0_g2_i1	stress response
4660	TRINITY_DN20093_c0_g2_i1	stress response
4661	TRINITY_DN20093_c0_g2_i1	stress response
4662	TRINITY_DN20096_c0_g1_i2	stress response
4663	TRINITY_DN20096_c0_g1_i4	stress response
4664	TRINITY_DN20096_c0_g2_i1	stress response
4665	TRINITY_DN20096_c0_g2_i1	stress response
4666	TRINITY_DN20097_c0_g1_i1	stress response
4667	TRINITY_DN20097_c0_g1_i1	stress response
4668	TRINITY_DN20097_c0_g1_i1	stress response
4669	TRINITY_DN20097_c0_g1_i1	stress response
4670	TRINITY_DN20097_c0_g1_i1	stress response
4671	TRINITY_DN20097_c0_g1_i1	stress response
4672	TRINITY_DN20097_c0_g1_i1	stress response
4673	TRINITY_DN200_c1_g1_i1	stress response
4674	TRINITY_DN200_c1_g1_i1	stress response
4675	TRINITY_DN200_c1_g1_i1	stress response
4676	TRINITY_DN200_c1_g1_i1	stress response
4677	TRINITY_DN200_c3_g1_i1	stress response
4678	TRINITY_DN20109_c0_g1_i2	stress response
4679	TRINITY_DN20109_c0_g2_i1	stress response
4680	TRINITY_DN20109_c0_g3_i2	stress response
4681	TRINITY_DN20109_c0_g3_i2	stress response
4682	TRINITY_DN20109_c0_g3_i2	stress response
4683	TRINITY_DN20109_c0_g3_i2	stress response
4684	TRINITY_DN20109_c0_g3_i2	stress response
4685	TRINITY_DN20109_c0_g3_i2	stress response
4686	TRINITY_DN20109_c0_g3_i2	stress response
4687	TRINITY_DN20126_c0_g2_i1	stress response
4688	TRINITY_DN20126_c0_g2_i1	stress response
4689	TRINITY_DN20127_c0_g1_i2	stress response
4690	TRINITY_DN20129_c0_g1_i1	stress response
4691	TRINITY_DN20129_c0_g1_i1	stress response
4692	TRINITY_DN20134_c0_g1_i1	stress response
4693	TRINITY_DN20160_c0_g1_i1	stress response
4694	TRINITY_DN20160_c0_g1_i1	stress response
4695	TRINITY_DN20160_c0_g1_i2	stress response
4696	TRINITY_DN20160_c0_g1_i2	stress response
4697	TRINITY_DN20162_c0_g2_i1	stress response
4698	TRINITY_DN2016_c0_g1_i3	stress response
4699	TRINITY_DN2016_c0_g1_i3	stress response
4700	TRINITY_DN20178_c0_g1_i1	stress response
4701	TRINITY_DN2017_c0_g1_i1	stress response
4702	TRINITY_DN2017_c0_g1_i4	stress response
4703	TRINITY_DN2017_c0_g1_i4	stress response
4704	TRINITY_DN2017_c0_g1_i4	stress response
4705	TRINITY_DN20181_c0_g1_i6	stress response
4706	TRINITY_DN20181_c0_g1_i6	stress response
4707	TRINITY_DN20181_c0_g1_i6	stress response
4708	TRINITY_DN20193_c0_g1_i1	stress response
4709	TRINITY_DN20194_c0_g1_i3	stress response
4710	TRINITY_DN20194_c0_g1_i3	stress response
4711	TRINITY_DN20206_c0_g1_i1	stress response
4712	TRINITY_DN20245_c0_g1_i1	stress response
4713	TRINITY_DN20245_c0_g1_i1	stress response
4714	TRINITY_DN20245_c0_g1_i1	stress response
4715	TRINITY_DN20245_c0_g1_i1	stress response
4716	TRINITY_DN20245_c0_g1_i1	stress response
4717	TRINITY_DN20249_c0_g1_i1	stress response
4718	TRINITY_DN20249_c0_g1_i1	stress response
4719	TRINITY_DN20249_c1_g1_i1	stress response
4720	TRINITY_DN20249_c1_g1_i1	stress response
4721	TRINITY_DN2024_c0_g2_i1	stress response
4722	TRINITY_DN20259_c0_g1_i2	stress response
4723	TRINITY_DN20262_c0_g1_i1	stress response
4724	TRINITY_DN20267_c0_g1_i9	stress response
4725	TRINITY_DN2026_c0_g1_i13	stress response
4726	TRINITY_DN20298_c0_g1_i1	stress response
4727	TRINITY_DN20299_c0_g1_i1	stress response
4728	TRINITY_DN20299_c0_g1_i1	stress response
4729	TRINITY_DN20299_c0_g1_i1	stress response
4730	TRINITY_DN20299_c0_g1_i1	stress response
4731	TRINITY_DN20299_c0_g1_i1	stress response
4732	TRINITY_DN20299_c0_g1_i1	stress response
4733	TRINITY_DN20299_c0_g1_i1	stress response
4734	TRINITY_DN202_c0_g1_i2	stress response
4735	TRINITY_DN202_c0_g1_i2	stress response
4736	TRINITY_DN20306_c0_g1_i1	stress response
4737	TRINITY_DN20317_c0_g1_i1	stress response
4738	TRINITY_DN20325_c0_g1_i1	stress response
4739	TRINITY_DN20325_c0_g1_i2	stress response
4740	TRINITY_DN2032_c0_g1_i10	stress response
4741	TRINITY_DN20330_c0_g1_i1	stress response
4742	TRINITY_DN20330_c0_g1_i1	stress response
4743	TRINITY_DN20330_c0_g1_i1	stress response
4744	TRINITY_DN20338_c0_g2_i1	stress response
4745	TRINITY_DN20338_c0_g2_i1	stress response
4746	TRINITY_DN20338_c0_g2_i1	stress response
4747	TRINITY_DN20353_c0_g1_i3	stress response
4748	TRINITY_DN20354_c0_g1_i2	stress response
4749	TRINITY_DN20354_c0_g1_i2	stress response
4750	TRINITY_DN20358_c0_g1_i1	stress response
4751	TRINITY_DN20376_c0_g1_i1	stress response
4752	TRINITY_DN20376_c0_g1_i2	stress response
4753	TRINITY_DN20380_c0_g1_i1	stress response
4754	TRINITY_DN20382_c0_g1_i1	stress response
4755	TRINITY_DN20385_c0_g1_i1	stress response
4756	TRINITY_DN20386_c0_g1_i2	stress response
4757	TRINITY_DN20386_c0_g1_i2	stress response
4758	TRINITY_DN20387_c1_g2_i1	stress response
4759	TRINITY_DN20395_c0_g1_i1	stress response
4760	TRINITY_DN20413_c0_g1_i1	stress response
4761	TRINITY_DN20413_c0_g1_i1	stress response
4762	TRINITY_DN20413_c0_g2_i1	stress response
4763	TRINITY_DN20413_c0_g2_i1	stress response
4764	TRINITY_DN20420_c0_g1_i1	stress response
4765	TRINITY_DN20422_c0_g1_i1	stress response
4766	TRINITY_DN20422_c0_g1_i2	stress response
4767	TRINITY_DN20422_c0_g2_i1	stress response
4768	TRINITY_DN20422_c0_g2_i1	stress response
4769	TRINITY_DN20449_c0_g1_i1	stress response
4770	TRINITY_DN20455_c0_g1_i1	stress response
4771	TRINITY_DN20455_c0_g1_i1	stress response
4772	TRINITY_DN20458_c0_g1_i1	stress response
4773	TRINITY_DN20458_c0_g1_i1	stress response
4774	TRINITY_DN20460_c0_g1_i2	stress response
4775	TRINITY_DN20460_c0_g1_i4	stress response
4776	TRINITY_DN20461_c0_g2_i1	stress response
4777	TRINITY_DN20467_c0_g2_i1	stress response
4778	TRINITY_DN20470_c0_g1_i2	stress response
4779	TRINITY_DN20474_c0_g1_i2	stress response
4780	TRINITY_DN20478_c0_g1_i3	stress response
4781	TRINITY_DN2047_c0_g1_i3	stress response
4782	TRINITY_DN2047_c0_g1_i4	stress response
4783	TRINITY_DN2047_c0_g1_i5	stress response
4784	TRINITY_DN2047_c0_g1_i6	stress response
4785	TRINITY_DN20491_c1_g1_i1	stress response
4786	TRINITY_DN20491_c1_g1_i1	stress response
4787	TRINITY_DN20499_c0_g2_i2	stress response
4788	TRINITY_DN20527_c0_g1_i2	stress response
4789	TRINITY_DN20528_c1_g1_i1	stress response
4790	TRINITY_DN20534_c0_g1_i1	stress response
4791	TRINITY_DN20537_c0_g2_i1	stress response
4792	TRINITY_DN20537_c0_g2_i1	stress response
4793	TRINITY_DN20537_c0_g2_i1	stress response
4794	TRINITY_DN20567_c0_g2_i1	stress response
4795	TRINITY_DN20569_c0_g1_i1	stress response
4796	TRINITY_DN20570_c1_g1_i2	stress response
4797	TRINITY_DN20575_c0_g2_i1	stress response
4798	TRINITY_DN20583_c0_g2_i1	stress response
4799	TRINITY_DN20587_c0_g1_i1	stress response
4800	TRINITY_DN20587_c0_g2_i1	stress response
4801	TRINITY_DN20590_c0_g1_i1	stress response
4802	TRINITY_DN20590_c0_g1_i1	stress response
4803	TRINITY_DN20592_c1_g1_i1	stress response
4804	TRINITY_DN20607_c0_g2_i1	stress response
4805	TRINITY_DN20607_c0_g2_i1	stress response
4806	TRINITY_DN20608_c0_g1_i2	stress response
4807	TRINITY_DN20608_c0_g1_i2	stress response
4808	TRINITY_DN20613_c0_g1_i1	stress response
4809	TRINITY_DN20613_c0_g1_i1	stress response
4810	TRINITY_DN20613_c0_g1_i2	stress response
4811	TRINITY_DN20613_c0_g1_i2	stress response
4812	TRINITY_DN20627_c0_g1_i1	stress response
4813	TRINITY_DN20632_c0_g1_i1	stress response
4814	TRINITY_DN20632_c0_g1_i1	stress response
4815	TRINITY_DN20632_c0_g2_i1	stress response
4816	TRINITY_DN20632_c0_g2_i1	stress response
4817	TRINITY_DN20639_c0_g1_i1	stress response
4818	TRINITY_DN20639_c0_g1_i1	stress response
4819	TRINITY_DN2063_c0_g1_i2	stress response
4820	TRINITY_DN2063_c0_g1_i2	stress response
4821	TRINITY_DN2063_c0_g1_i2	stress response
4822	TRINITY_DN2063_c0_g1_i2	stress response
4823	TRINITY_DN2063_c0_g1_i5	stress response
4824	TRINITY_DN2063_c0_g1_i5	stress response
4825	TRINITY_DN2063_c0_g1_i5	stress response
4826	TRINITY_DN2063_c0_g1_i5	stress response
4827	TRINITY_DN2063_c0_g1_i6	stress response
4828	TRINITY_DN2063_c0_g1_i6	stress response
4829	TRINITY_DN2063_c0_g1_i6	stress response
4830	TRINITY_DN2063_c0_g1_i6	stress response
4831	TRINITY_DN20640_c0_g1_i1	stress response
4832	TRINITY_DN2064_c0_g2_i1	stress response
4833	TRINITY_DN2064_c0_g2_i2	stress response
4834	TRINITY_DN2064_c0_g2_i4	stress response
4835	TRINITY_DN2064_c0_g2_i5	stress response
4836	TRINITY_DN20659_c0_g1_i1	stress response
4837	TRINITY_DN20660_c0_g1_i1	stress response
4838	TRINITY_DN20660_c0_g1_i1	stress response
4839	TRINITY_DN20663_c0_g1_i4	stress response
4840	TRINITY_DN20663_c0_g1_i4	stress response
4841	TRINITY_DN20663_c0_g1_i4	stress response
4842	TRINITY_DN20663_c0_g1_i4	stress response
4843	TRINITY_DN20663_c0_g1_i4	stress response
4844	TRINITY_DN20663_c0_g1_i4	stress response
4845	TRINITY_DN20663_c0_g1_i4	stress response
4846	TRINITY_DN20666_c0_g1_i1	stress response
4847	TRINITY_DN20666_c0_g1_i1	stress response
4848	TRINITY_DN20666_c0_g1_i2	stress response
4849	TRINITY_DN20666_c0_g1_i2	stress response
4850	TRINITY_DN20673_c0_g1_i1	stress response
4851	TRINITY_DN20673_c0_g1_i3	stress response
4852	TRINITY_DN20673_c0_g1_i3	stress response
4853	TRINITY_DN20673_c0_g1_i4	stress response
4854	TRINITY_DN20675_c0_g1_i11	stress response
4855	TRINITY_DN20675_c0_g1_i11	stress response
4856	TRINITY_DN20675_c0_g1_i11	stress response
4857	TRINITY_DN20675_c0_g1_i11	stress response
4858	TRINITY_DN20675_c0_g1_i2	stress response
4859	TRINITY_DN20675_c0_g1_i2	stress response
4860	TRINITY_DN20675_c0_g1_i2	stress response
4861	TRINITY_DN20675_c0_g1_i2	stress response
4862	TRINITY_DN20675_c0_g1_i4	stress response
4863	TRINITY_DN20675_c0_g1_i4	stress response
4864	TRINITY_DN20675_c0_g1_i4	stress response
4865	TRINITY_DN20675_c0_g1_i4	stress response
4866	TRINITY_DN20675_c0_g1_i4	stress response
4867	TRINITY_DN20675_c0_g1_i4	stress response
4868	TRINITY_DN20675_c0_g1_i5	stress response
4869	TRINITY_DN20675_c0_g1_i5	stress response
4870	TRINITY_DN20675_c0_g1_i5	stress response
4871	TRINITY_DN20675_c0_g1_i5	stress response
4872	TRINITY_DN20675_c0_g1_i6	stress response
4873	TRINITY_DN20675_c0_g1_i6	stress response
4874	TRINITY_DN20675_c0_g1_i6	stress response
4875	TRINITY_DN20675_c0_g1_i6	stress response
4876	TRINITY_DN20681_c0_g1_i1	stress response
4877	TRINITY_DN20685_c0_g1_i1	stress response
4878	TRINITY_DN20699_c0_g2_i1	stress response
4879	TRINITY_DN20701_c0_g3_i1	stress response
4880	TRINITY_DN20704_c0_g2_i1	stress response
4881	TRINITY_DN20708_c0_g1_i1	stress response
4882	TRINITY_DN2070_c0_g1_i2	stress response
4883	TRINITY_DN2070_c0_g1_i6	stress response
4884	TRINITY_DN20716_c0_g4_i1	stress response
4885	TRINITY_DN20716_c0_g4_i1	stress response
4886	TRINITY_DN20723_c1_g4_i2	stress response
4887	TRINITY_DN20734_c1_g1_i1	stress response
4888	TRINITY_DN20746_c0_g1_i1	stress response
4889	TRINITY_DN20748_c0_g1_i1	stress response
4890	TRINITY_DN20748_c0_g1_i1	stress response
4891	TRINITY_DN20748_c0_g1_i1	stress response
4892	TRINITY_DN20748_c0_g1_i1	stress response
4893	TRINITY_DN2074_c0_g2_i1	stress response
4894	TRINITY_DN20751_c0_g2_i1	stress response
4895	TRINITY_DN2075_c0_g2_i1	stress response
4896	TRINITY_DN2075_c0_g2_i1	stress response
4897	TRINITY_DN2075_c0_g3_i1	stress response
4898	TRINITY_DN20771_c0_g5_i1	stress response
4899	TRINITY_DN20771_c0_g5_i1	stress response
4900	TRINITY_DN20771_c0_g5_i1	stress response
4901	TRINITY_DN20778_c0_g1_i1	stress response
4902	TRINITY_DN2077_c0_g1_i1	stress response
4903	TRINITY_DN2077_c0_g1_i2	stress response
4904	TRINITY_DN2077_c0_g1_i2	stress response
4905	TRINITY_DN20789_c0_g2_i1	stress response
4906	TRINITY_DN20794_c0_g2_i1	stress response
4907	TRINITY_DN20797_c0_g2_i1	stress response
4908	TRINITY_DN20797_c0_g2_i1	stress response
4909	TRINITY_DN207_c1_g1_i2	stress response
4910	TRINITY_DN207_c1_g1_i7	stress response
4911	TRINITY_DN207_c1_g2_i2	stress response
4912	TRINITY_DN207_c1_g2_i3	stress response
4913	TRINITY_DN20801_c0_g1_i5	stress response
4914	TRINITY_DN20801_c0_g1_i5	stress response
4915	TRINITY_DN20821_c0_g1_i1	stress response
4916	TRINITY_DN20821_c0_g1_i1	stress response
4917	TRINITY_DN20822_c0_g1_i1	stress response
4918	TRINITY_DN20822_c0_g1_i1	stress response
4919	TRINITY_DN20826_c0_g2_i1	stress response
4920	TRINITY_DN20826_c0_g3_i1	stress response
4921	TRINITY_DN20836_c0_g1_i2	stress response
4922	TRINITY_DN20836_c0_g1_i4	stress response
4923	TRINITY_DN20836_c0_g1_i7	stress response
4924	TRINITY_DN20840_c0_g1_i1	stress response
4925	TRINITY_DN20850_c0_g1_i2	stress response
4926	TRINITY_DN20850_c0_g1_i2	stress response
4927	TRINITY_DN20854_c0_g2_i1	stress response
4928	TRINITY_DN20854_c0_g2_i1	stress response
4929	TRINITY_DN20864_c0_g1_i1	stress response
4930	TRINITY_DN20864_c0_g1_i2	stress response
4931	TRINITY_DN20864_c0_g1_i2	stress response
4932	TRINITY_DN20864_c0_g1_i2	stress response
4933	TRINITY_DN20867_c0_g1_i1	stress response
4934	TRINITY_DN20867_c0_g3_i1	stress response
4935	TRINITY_DN20867_c0_g3_i2	stress response
4936	TRINITY_DN20867_c0_g4_i1	stress response
4937	TRINITY_DN20870_c0_g1_i11	stress response
4938	TRINITY_DN20870_c0_g1_i4	stress response
4939	TRINITY_DN20870_c0_g1_i5	stress response
4940	TRINITY_DN20871_c0_g2_i1	stress response
4941	TRINITY_DN20872_c0_g1_i2	stress response
4942	TRINITY_DN20872_c0_g1_i2	stress response
4943	TRINITY_DN20872_c0_g2_i1	stress response
4944	TRINITY_DN20893_c0_g1_i1	stress response
4945	TRINITY_DN20893_c0_g1_i1	stress response
4946	TRINITY_DN20899_c0_g1_i1	stress response
4947	TRINITY_DN2090_c0_g1_i5	stress response
4948	TRINITY_DN20915_c0_g2_i1	stress response
4949	TRINITY_DN20918_c0_g1_i1	stress response
4950	TRINITY_DN20926_c0_g1_i1	stress response
4951	TRINITY_DN20926_c0_g1_i1	stress response
4952	TRINITY_DN20926_c0_g2_i1	stress response
4953	TRINITY_DN20926_c0_g2_i1	stress response
4954	TRINITY_DN20926_c0_g2_i1	stress response
4955	TRINITY_DN20926_c0_g2_i1	stress response
4956	TRINITY_DN20929_c0_g2_i1	stress response
4957	TRINITY_DN20929_c0_g2_i1	stress response
4958	TRINITY_DN20929_c0_g2_i1	stress response
4959	TRINITY_DN20929_c0_g2_i1	stress response
4960	TRINITY_DN20929_c0_g2_i1	stress response
4961	TRINITY_DN20929_c0_g2_i1	stress response
4962	TRINITY_DN20932_c0_g1_i2	stress response
4963	TRINITY_DN20932_c0_g1_i2	stress response
4964	TRINITY_DN20937_c0_g1_i1	stress response
4965	TRINITY_DN20937_c0_g1_i1	stress response
4966	TRINITY_DN20937_c0_g1_i1	stress response
4967	TRINITY_DN20937_c0_g1_i2	stress response
4968	TRINITY_DN20937_c0_g1_i2	stress response
4969	TRINITY_DN20937_c0_g1_i2	stress response
4970	TRINITY_DN20938_c0_g1_i1	stress response
4971	TRINITY_DN20938_c0_g1_i7	stress response
4972	TRINITY_DN2093_c0_g1_i1	stress response
4973	TRINITY_DN2093_c0_g1_i1	stress response
4974	TRINITY_DN2093_c0_g1_i12	stress response
4975	TRINITY_DN2093_c0_g1_i12	stress response
4976	TRINITY_DN20942_c0_g1_i3	stress response
4977	TRINITY_DN20942_c0_g1_i4	stress response
4978	TRINITY_DN20944_c0_g1_i1	stress response
4979	TRINITY_DN20961_c0_g1_i1	stress response
4980	TRINITY_DN20967_c0_g1_i1	stress response
4981	TRINITY_DN20967_c0_g1_i1	stress response
4982	TRINITY_DN20969_c0_g2_i1	stress response
4983	TRINITY_DN20980_c0_g1_i1	stress response
4984	TRINITY_DN20980_c0_g1_i1	stress response
4985	TRINITY_DN20980_c0_g1_i1	stress response
4986	TRINITY_DN20982_c0_g1_i3	stress response
4987	TRINITY_DN20989_c0_g2_i2	stress response
4988	TRINITY_DN20996_c2_g2_i1	stress response
4989	TRINITY_DN20996_c2_g2_i1	stress response
4990	TRINITY_DN209_c0_g1_i1	stress response
4991	TRINITY_DN20_c0_g1_i1	stress response
4992	TRINITY_DN20_c0_g1_i1	stress response
4993	TRINITY_DN20_c0_g1_i10	stress response
4994	TRINITY_DN20_c0_g1_i10	stress response
4995	TRINITY_DN20_c0_g1_i3	stress response
4996	TRINITY_DN20_c0_g1_i3	stress response
4997	TRINITY_DN20_c0_g1_i4	stress response
4998	TRINITY_DN20_c0_g1_i4	stress response
4999	TRINITY_DN20_c0_g1_i5	stress response
5000	TRINITY_DN20_c0_g1_i5	stress response
5001	TRINITY_DN20_c0_g1_i6	stress response
5002	TRINITY_DN20_c0_g1_i6	stress response
5003	TRINITY_DN21023_c0_g1_i1	stress response
5004	TRINITY_DN21026_c0_g2_i1	stress response
5005	TRINITY_DN21041_c0_g3_i7	stress response
5006	TRINITY_DN21050_c0_g1_i1	stress response
5007	TRINITY_DN21052_c1_g1_i3	stress response
5008	TRINITY_DN21057_c0_g1_i1	stress response
5009	TRINITY_DN21057_c0_g1_i2	stress response
5010	TRINITY_DN21057_c0_g1_i3	stress response
5011	TRINITY_DN21070_c0_g2_i1	stress response
5012	TRINITY_DN21070_c0_g2_i1	stress response
5013	TRINITY_DN21070_c0_g2_i1	stress response
5014	TRINITY_DN21070_c0_g2_i1	stress response
5015	TRINITY_DN21072_c0_g1_i2	stress response
5016	TRINITY_DN21077_c0_g1_i1	stress response
5017	TRINITY_DN21080_c0_g1_i2	stress response
5018	TRINITY_DN21083_c0_g1_i4	stress response
5019	TRINITY_DN21092_c0_g1_i1	stress response
5020	TRINITY_DN21092_c0_g1_i2	stress response
5021	TRINITY_DN21098_c0_g1_i1	stress response
5022	TRINITY_DN210_c0_g1_i1	stress response
5023	TRINITY_DN210_c0_g1_i10	stress response
5024	TRINITY_DN210_c0_g1_i2	stress response
5025	TRINITY_DN210_c0_g1_i4	stress response
5026	TRINITY_DN210_c0_g1_i8	stress response
5027	TRINITY_DN210_c0_g1_i8	stress response
5028	TRINITY_DN21104_c0_g1_i2	stress response
5029	TRINITY_DN2110_c0_g2_i2	stress response
5030	TRINITY_DN2110_c0_g2_i2	stress response
5031	TRINITY_DN21111_c0_g1_i1	stress response
5032	TRINITY_DN21111_c0_g1_i1	stress response
5033	TRINITY_DN21112_c0_g1_i1	stress response
5034	TRINITY_DN21112_c0_g1_i1	stress response
5035	TRINITY_DN21112_c0_g1_i1	stress response
5036	TRINITY_DN21112_c0_g1_i2	stress response
5037	TRINITY_DN21112_c0_g1_i2	stress response
5038	TRINITY_DN21112_c0_g1_i2	stress response
5039	TRINITY_DN21112_c0_g1_i3	stress response
5040	TRINITY_DN21112_c0_g1_i3	stress response
5041	TRINITY_DN21112_c0_g1_i3	stress response
5042	TRINITY_DN21112_c0_g1_i7	stress response
5043	TRINITY_DN21112_c0_g1_i7	stress response
5044	TRINITY_DN21112_c0_g1_i7	stress response
5045	TRINITY_DN21112_c0_g1_i8	stress response
5046	TRINITY_DN21112_c0_g1_i8	stress response
5047	TRINITY_DN21112_c0_g1_i8	stress response
5048	TRINITY_DN21112_c0_g1_i9	stress response
5049	TRINITY_DN21112_c0_g1_i9	stress response
5050	TRINITY_DN21112_c0_g1_i9	stress response
5051	TRINITY_DN21112_c2_g1_i1	stress response
5052	TRINITY_DN21112_c2_g1_i1	stress response
5053	TRINITY_DN21112_c2_g1_i1	stress response
5054	TRINITY_DN21124_c0_g1_i1	stress response
5055	TRINITY_DN21127_c0_g1_i1	stress response
5056	TRINITY_DN21127_c0_g1_i1	stress response
5057	TRINITY_DN21127_c0_g1_i1	stress response
