"","x"
"4753","P20269"
"4754","Q7VKZ4"
"4755","Q470D5"
"4756","Q28626"
"4757","Q8JHF4"
"4758","A5DB88"
"4759","A5DB88"
"4760","O75962"
"4761","Q57794"
"4762","B2FQ14"
"4763","Q8VZ10"
"4764","Q8VZ10"
"4765","Q8VZ10"
"4766","Q8VZ10"
"4767","Q27177"
"4768","Q9C8Y1"
"4769","Q3SX04"
"4770","P34319"
"4771","B1AUE5"
"4772","P34319"
"4773","Q8BTK5"
"4774","O04659"
"4775","P18963"
"4776","Q8LPQ6"
"4777","Q9UGK3"
"4778","Q9UQB3"
"4779","Q9UQB3"
"4780","Q9UQB3"
"4781","Q9UQB3"
"4782","Q9UQB3"
"4783","O42857"
"4784","Q5RA77"
"4785","A7ZD89"
"4786","Q0VCM0"
"4787","Q9CSP9"
"4788","Q9CSP9"
"4789","Q87Q46"
"4790","A2VDR2"
"4791","P85857"
"4792","O14248"
"4793","O14248"
"4794","A0R5G1"
"4795","A9NGW2"
"4796","Q1IHH4"
"4797","Q05213"
"4798","P39531"
"4799","Q5R9W1"
"4800","A1L252"
"4801","Q5UP03"
"4802","P9WL63"
"4803","Q803M3"
"4804","Q9A7K3"
"4805","Q9A7K3"
"4806","J7LQ09"
"4807","Q5T3J3"
"4808","Q2PMP0"
"4809","A9BZN0"
"4810","C1CXX6"
"4811","A7GX37"
"4812","P43610"
"4813","Q9H1N7"
"4814","Q2UJY4"
"4815","Q6DIZ8"
"4816","Q8TDW7"
"4817","O93510"
"4818","O93510"
"4819","Q5KPJ5"
"4820","P21329"
"4821","Q9Y7K6"
"4822","Q9Y7K6"
"4823","Q7ZYY4"
"4824","Q7ZYY4"
"4825","Q5XIN7"
"4826","C1A6B8"
"4827","C5A6F6"
"4828","C5A6F6"
"4829","Q9Z8C2"
"4830","Q9Z8C2"
"4831","P96086"
"4832","Q9Y2E6"
"4833","C7PVV3"
"4834","C7PVV3"
"4835","G5EFX6"
"4836","Q6NTZ6"
"4837","Q6NTZ6"
"4838","Q6NTZ6"
"4839","Q33078"
"4840","Q6BNP0"
"4841","Q6BNP0"
"4842","Q5K651"
"4843","P42242"
"4844","Q91687"
"4845","Q91687"
"4846","O22833"
"4847","Q9CAP3"
"4848","B9WLF5"
"4849","Q9CAP3"
"4850","Q76NW7"
"4851","P62537"
"4852","P62537"
"4853","A5CPE3"
"4854","P15989"
"4855","Q489P3"
"4856","Q6CWH5"
"4857","Q489P3"
"4858","Q9NQL2"
"4859","Q608P3"
"4860","Q608P3"
"4861","Q608P3"
"4862","Q17LW0"
"4863","Q17LW0"
"4864","B6YTJ3"
"4865","Q95LP5"
"4866","Q19981"
"4867","Q19981"
"4868","Q0ASI7"
"4869","Q0AUL5"
"4870","Q1MQ55"
"4871","Q7MAG3"
"4872","P89463"
"4873","Q9NII6"
"4874","Q45712"
"4875","F4I131"
"4876","Q7RTX9"
"4877","Q5ZJU0"
"4878","P07984"
"4879","Q6P2X9"
"4880","P10664"
"4881","Q9EPT5"
"4882","P75454"
"4883","Q2FR55"
"4884","C1J5M5"
"4885","Q9FK88"
"4886","Q6ZEA5"
"4887","Q09600"
"4888","Q9C5M3"
"4889","Q9C5M3"
"4890","A4WDH3"
"4891","F8VPN2"
"4892","Q0V4P1"
"4893","Q9QX01"
"4894","P48572"
"4895","Q96D21"
"4896","P09294"
"4897","P09294"
"4898","Q5FWI3"
"4899","Q8KFT1"
"4900","Q8KFT1"
"4901","Q8KFT1"
"4902","Q8KFT1"
"4903","A1SYB4"
"4904","Q9ZGE2"
"4905","Q5ZI22"
"4906","Q5EAW4"
"4907","P25071"
"4908","P25071"
"4909","P25071"
"4910","P25071"
"4911","P25071"
"4912","P25071"
"4913","P25071"
"4914","P25071"
"4915","Q14643"
"4916","Q14643"
"4917","P28784"
"4918","Q2SBP0"
"4919","Q2SBP0"
"4920","P28784"
"4921","Q9SDI4"
"4922","Q6EVZ2"
"4923","Q4J781"
"4924","P53897"
"4925","P53897"
"4926","P32517"
"4927","P32517"
"4928","Q4J781"
"4929","P32517"
"4930","Q4J781"
"4931","P32517"
"4932","P32517"
"4933","P32517"
"4934","Q9ZR40"
"4935","P53897"
"4936","P32517"
"4937","Q9FHM5"
"4938","P43333"
"4939","Q6CWJ7"
"4940","A4SFT1"
"4941","Q4QRL3"
"4942","Q4QRL3"
"4943","Q9XT27"
"4944","Q9XT27"
"4945","Q62824"
"4946","Q62824"
"4947","Q62824"
"4948","Q62824"
"4949","Q62824"
"4950","Q62824"
"4951","Q62824"
"4952","Q9W5U2"
"4953","Q9W332"
"4954","Q9W332"
"4955","Q9W332"
"4956","F4J9M5"
"4957","Q05134"
"4958","Q9CY25"
"4959","Q049U4"
"4960","Q6A6C0"
"4961","Q6IUP3"
"4962","Q6IUP3"
"4963","O78429"
"4964","P10157"
"4965","Q9Y6X6"
"4966","A1VJF1"
"4967","Q7VQI6"
"4968","Q7VQI6"
"4969","Q47B45"
"4970","B6JH85"
"4971","Q7VMF9"
"4972","Q8W0W3"
"4973","O81242"
"4974","Q8W0W3"
"4975","Q8W0W3"
"4976","Q8W0W3"
"4977","Q3J841"
"4978","Q9C6G0"
"4979","Q3KIA8"
"4980","O57980"
"4981","A9FFJ6"
"4982","A9FFJ6"
"4983","A9FFJ6"
"4984","A9FFJ6"
"4985","A9FFJ6"
"4986","Q5ZLW3"
"4987","Q5ZLW3"
"4988","Q5ZLW3"
"4989","P41513"
"4990","P49776"
"4991","P62685"
"4992","P24387"
"4993","P24387"
"4994","Q8CJ58"
"4995","O18037"
"4996","A9B3S3"
"4997","Q9D3J9"
"4998","Q750E9"
"4999","Q0A9G6"
"5000","P39847"
"5001","Q8WTR4"
"5002","Q5FY69"
"5003","O13775"
"5004","Q5F2E8"
"5005","P20481"
"5006","Q99PG2"
"5007","Q99PG2"
"5008","Q99PG2"
"5009","Q99PG2"
"5010","Q99PG2"
"5011","Q99PG2"
"5012","Q99PG2"
"5013","Q99PG2"
"5014","Q3V0Q7"
"5015","Q5ZIJ0"
"5016","Q5ZIJ0"
"5017","Q5ZIJ0"
"5018","Q5ZIJ0"
"5019","B7VKH2"
"5020","N1NVB7"
"5021","Q980P7"
"5022","O95405"
"5023","O95405"
"5024","O95405"
"5025","O95405"
"5026","O95405"
"5027","O95405"
"5028","Q9NBX4"
"5029","Q9NBX4"
"5030","P18160"
"5031","P18160"
"5032","Q6C908"
"5033","Q6C908"
"5034","Q6C908"
"5035","Q6C908"
"5036","Q6C908"
"5037","Q6C908"
"5038","Q6Z2G9"
"5039","Q49ZF2"
"5040","Q9CP13"
"5041","P89518"
"5042","Q49ZF2"
"5043","Q9CP13"
"5044","Q4P0K0"
"5045","Q5E9N9"
"5046","Q9Y7J8"
"5047","A9NAJ6"
"5048","Q4P0K0"
"5049","Q3YV49"
"5050","Q32AA2"
"5051","B9LB79"
"5052","Q8CD94"
"5053","O67323"
"5054","P53062"
"5055","Q14116"
"5056","A4WD94"
"5057","A4WD94"
"5058","Q46811"
"5059","B3M3R5"
"5060","Q94571"
"5061","Q8CEE6"
"5062","Q6S7B0"
"5063","P97874"
"5064","O15943"
"5065","Q08582"
"5066","A8MR21"
"5067","B4G437"
"5068","Q12429"
"5069","Q8VZ10"
"5070","Q8VZ10"
"5071","Q8VZ10"
"5072","Q8VZ10"
"5073","Q8VZ10"
"5074","Q8VZ10"
"5075","Q636H7"
"5076","P44504"
"5077","P93844"
"5078","A0LIZ1"
"5079","B1XPV8"
"5080","Q5UPN1"
"5081","Q03308"
"5082","Q8W1X2"
"5083","Q96R06"
"5084","Q7SXZ1"
"5085","Q7SXZ1"
"5086","Q7SXZ1"
"5087","Q7SXZ1"
"5088","Q7Z7H3"
"5089","Q90W54"
"5090","Q5AF56"
"5091","A4IRU1"
"5092","Q9CFY8"
"5093","P96465"
"5094","Q99P50"
"5095","Q75002"
"5096","Q58CQ5"
"5097","A1RSS8"
"5098","Q922J3"
"5099","B1XKY8"
"5100","Q8N4N8"
"5101","B4JPR2"
"5102","Q503E1"
"5103","Q9V780"
"5104","Q9V780"
"5105","Q00479"
"5106","Q95K52"
"5107","P98166"
"5108","Q2FLY5"
"5109","Q88YI7"
"5110","P0ABC9"
"5111","A1L1N5"
"5112","Q9KJV4"
"5113","A3DKS1"
"5114","Q8Y5W6"
"5115","Q8HY39"
"5116","Q8CDE2"
"5117","O15164"
"5118","Q9UPY3"
"5119","Q9UPY3"
"5120","B5FGB5"
"5121","Q9UPY3"
"5122","B7VK04"
"5123","Q10571"
"5124","Q7Z6K3"
"5125","O13633"
"5126","O00874"
"5127","P16602"
"5128","Q6FQ15"
"5129","A7KAU3"
"5130","A6NHY2"
"5131","Q83HH4"
"5132","Q16CP0"
"5133","P9WML7"
"5134","Q54CL2"
"5135","Q8IYX7"
"5136","Q8IYX7"
"5137","Q8IYX7"
"5138","Q4INI2"
"5139","C4YFC7"
"5140","C4YFC7"
"5141","A0A0U1LQE6"
"5142","A1CNV1"
"5143","B7T1W7"
"5144","B9JES1"
"5145","Q960A1"
"5146","Q8NS92"
"5147","B6DMK2"
"5148","B8GRS4"
"5149","Q98864"
"5150","P91791"
"5151","P49599"
"5152","Q54EM5"
"5153","Q8C4U2"
"5154","Q5BJI6"
"5155","Q5BJI6"
"5156","Q9Z7Y1"
"5157","K9N7C7"
"5158","Q07NM3"
"5159","B6YQN5"
"5160","Q969H6"
"5161","P32381"
"5162","P32381"
"5163","Q9TLQ5"
"5164","P22413"
"5165","Q9P7M0"
"5166","Q98E34"
"5167","B6IUW0"
"5168","Q1LI69"
"5169","Q9ZWT1"
"5170","Q05531"
"5171","Q96MB7"
"5172","P57704"
"5173","P57704"
"5174","O32101"
"5175","Q39YP5"
"5176","P49097"
"5177","Q086H4"
"5178","I2C092"
"5179","P81831"
"5180","Q5N1Y6"
"5181","P07806"
"5182","O06084"
"5183","Q9M8L4"
"5184","B1ZGP9"
"5185","Q8VZ10"
"5186","Q8VZ10"
"5187","Q8VZ10"
"5188","Q8VZ10"
"5189","Q61790"
"5190","P48275"
"5191","Q52L14"
"5192","Q7KRI2"
"5193","A4RGU7"
"5194","Q3J7E3"
"5195","A3CL57"
"5196","B9G300"
"5197","Q73R54"
"5198","Q9LDZ5"
"5199","P34410"
"5200","Q29N70"
"5201","Q95RA9"
"5202","E1JI63"
"5203","A5K6L0"
"5204","P13889"
"5205","P37092"
"5206","Q6CIJ3"
"5207","P57517"
"5208","Q5BKL8"
"5209","C3JAQ3"
"5210","Q9UT36"
"5211","A3CJY9"
"5212","G5EFJ9"
"5213","Q55E60"
"5214","Q5P5G2"
"5215","Q9UQ03"
"5216","Q769F9"
"5217","Q7TM99"
"5218","P75496"
"5219","Q5PN71"
"5220","B8JBF9"
"5221","Q4WVM7"
"5222","Q6PC30"
"5223","Q9UPW0"
"5224","Q04ED6"
"5225","P25456"
"5226","B2GUN4"
"5227","B2GUN4"
"5228","B2GUN4"
"5229","B2GUN4"
"5230","B9M5T8"
"5231","A5IYU8"
"5232","Q17239"
"5233","Q09341"
"5234","E3VWJ9"
"5235","A0JP94"
"5236","Q58277"
"5237","Q12789"
"5238","P03934"
"5239","Q196Z5"
"5240","Q24742"
"5241","Q55731"
"5242","Q86WR6"
"5243","Q9ZI37"
"5244","Q3Z8D9"
"5245","O97742"
"5246","P70351"
"5247","O70524"
"5248","B2KAS3"
"5249","P22282"
"5250","Q0A4L8"
"5251","P28138"
"5252","Q75NZ0"
"5253","O15063"
"5254","B1WUT9"
"5255","Q9LX27"
"5256","O95267"
"5257","Q9LX27"
"5258","P13734"
"5259","Q9UDR5"
"5260","A1Z198"
"5261","Q16CF6"
"5262","Q6DIS2"
"5263","P42593"
"5264","Q09575"
"5265","Q09575"
"5266","P0CT40"
"5267","Q24R88"
"5268","Q5RJT0"
"5269","Q09575"
"5270","Q09575"
"5271","Q09575"
"5272","A0A1B4XBH9"
"5273","P12276"
"5274","P12276"
"5275","P12276"
"5276","Q5XGK0"
"5277","P17763"
"5278","Q8H6B1"
"5279","Q861W5"
"5280","Q8CIK8"
"5281","Q8CIK8"
"5282","Q8CIK8"
"5283","Q54VZ8"
"5284","Q54VZ8"
"5285","Q54VZ8"
"5286","Q68FP3"
"5287","B2S0H3"
"5288","Q8VCX6"
"5289","O95665"
"5290","Q70KF4"
"5291","Q729H8"
"5292","Q70KF4"
"5293","Q70KF4"
"5294","Q70KF4"
"5295","Q70KF4"
"5296","J3F2B0"
"5297","Q9NW08"
"5298","Q9Y7T7"
"5299","Q5F3L9"
"5300","Q5F3L9"
"5301","Q5F3L9"
"5302","P49754"
"5303","Q7T2P6"
"5304","Q01QF9"
"5305","Q96PD5"
"5306","Q1QBI9"
"5307","P34326"
"5308","P34326"
"5309","P34326"
"5310","P22059"
"5311","Q3B7Z2"
"5312","A8H499"
"5313","Q8JFQ4"
"5314","A8H499"
"5315","Q997F2"
"5316","Q8JFQ4"
"5317","P0CB71"
"5318","O42130"
"5319","Q06807"
"5320","P54369"
"5321","P54369"
"5322","P55814"
"5323","P55814"
"5324","Q5XH48"
"5325","Q8TX94"
"5326","Q8TX94"
"5327","Q8TX94"
"5328","F2S700"
"5329","A1TSZ6"
"5330","P20564"
"5331","Q9EST4"
"5332","B4KD90"
"5333","Q7M3V4"
"5334","Q9JHD1"
"5335","Q0IHD6"
"5336","Q87AD1"
"5337","Q9BQ90"
"5338","Q9BQ90"
"5339","Q9BQ90"
"5340","B3VA58"
"5341","B3VA58"
"5342","B3VA58"
"5343","P16356"
"5344","Q8XR10"
"5345","P49453"
"5346","Q3KQ45"
"5347","Q3KQ45"
"5348","B3EG23"
"5349","Q00020"
"5350","C4QZ06"
"5351","Q5QY15"
"5352","B0SQA1"
"5353","O75943"
"5354","Q9JLT2"
"5355","Q66613"
"5356","O59420"
"5357","O59420"
"5358","C5A285"
"5359","O59420"
"5360","O59420"
"5361","C5A285"
"5362","O59420"
"5363","Q9D7G4"
"5364","A5CCJ2"
"5365","Q28DG7"
"5366","Q28DG7"
"5367","Q49775"
"5368","A9C3R8"
"5369","Q9Z3R0"
"5370","A4QJ97"
"5371","Q4WVS2"
"5372","Q9ZPH9"
"5373","P38953"
"5374","P38953"
"5375","Q8BQC8"
"5376","Q8BQC8"
"5377","Q8BQC8"
"5378","Q8BQC8"
"5379","Q8BQC8"
"5380","Q8BQC8"
"5381","Q8BQC8"
"5382","Q8BQC8"
"5383","Q8BQC8"
"5384","Q8BQC8"
"5385","Q8BQC8"
"5386","Q8BQC8"
"5387","Q8BQC8"
"5388","Q8BQC8"
"5389","Q8BQC8"
"5390","Q9BSG1"
"5391","Q9BSG1"
"5392","Q9BSG1"
"5393","Q9BSG1"
"5394","Q9BSG1"
"5395","Q9BSG1"
"5396","Q9BSG1"
"5397","Q9BSG1"
"5398","Q9BSG1"
"5399","Q9BSG1"
"5400","Q9BSG1"
"5401","Q32M78"
"5402","Q32M78"
"5403","Q32M78"
"5404","Q32M78"
"5405","Q32M78"
"5406","Q32M78"
"5407","Q32M78"
"5408","Q32M78"
"5409","Q32M78"
"5410","Q32M78"
"5411","Q32M78"
"5412","P17141"
"5413","P17141"
"5414","P17141"
"5415","P17141"
"5416","P17141"
"5417","P17141"
"5418","P17141"
"5419","P17141"
"5420","P17141"
"5421","P17141"
"5422","P17141"
"5423","P51814"
"5424","P51814"
"5425","P51814"
"5426","P51814"
"5427","P51814"
"5428","P51814"
"5429","P51814"
"5430","P51814"
"5431","P51814"
"5432","P51814"
"5433","P51814"
"5434","P51814"
"5435","P51814"
"5436","P51814"
"5437","P51814"
"5438","P51814"
"5439","P51814"
"5440","P51814"
"5441","P51814"
"5442","P51814"
"5443","Q14584"
"5444","Q14584"
"5445","Q14584"
"5446","Q14584"
"5447","Q14584"
"5448","Q14584"
"5449","Q14584"
"5450","Q14584"
"5451","Q14584"
"5452","Q14584"
"5453","Q14584"
"5454","Q14584"
"5455","Q14584"
"5456","Q14584"
"5457","O75123"
"5458","O75123"
"5459","O75123"
"5460","O75123"
"5461","O75123"
"5462","O75123"
"5463","O75123"
"5464","O75123"
"5465","O75123"
"5466","Q5CZA5"
"5467","Q5CZA5"
"5468","Q5CZA5"
"5469","Q5CZA5"
"5470","Q5CZA5"
"5471","Q5CZA5"
"5472","Q5CZA5"
"5473","Q5CZA5"
"5474","Q5CZA5"
"5475","Q5CZA5"
"5476","Q5CZA5"
"5477","Q5R5S6"
"5478","Q5R5S6"
"5479","Q5R5S6"
"5480","Q5R5S6"
"5481","Q5R5S6"
"5482","Q5R5S6"
"5483","Q5R5S6"
"5484","Q5R5S6"
"5485","Q5R5S6"
"5486","Q5R5S6"
"5487","Q5R5S6"
"5488","Q5R5S6"
"5489","Q5R5S6"
"5490","Q5R5S6"
"5491","Q5R5S6"
"5492","Q5R5S6"
"5493","Q5R5S6"
"5494","O60304"
"5495","O60304"
"5496","O60304"
"5497","O60304"
"5498","O60304"
"5499","Q08ER8"
"5500","Q08ER8"
"5501","Q08ER8"
"5502","Q08ER8"
"5503","Q08ER8"
"5504","Q08ER8"
"5505","Q08ER8"
"5506","Q08ER8"
"5507","Q08ER8"
"5508","Q08ER8"
"5509","Q08ER8"
"5510","Q08ER8"
"5511","Q08ER8"
"5512","Q08ER8"
"5513","Q7Z340"
"5514","Q7Z340"
"5515","Q7Z340"
"5516","Q7Z340"
"5517","Q7Z340"
"5518","Q7Z340"
"5519","Q7Z340"
"5520","Q7Z340"
"5521","Q7Z340"
"5522","Q7Z340"
"5523","Q7Z340"
"5524","Q7Z340"
"5525","Q7Z340"
"5526","Q9N658"
"5527","Q9N658"
"5528","Q9N658"
"5529","Q9N658"
"5530","P09842"
"5531","Q29495"
"5532","Q2U3V3"
"5533","Q83GA2"
"5534","F4I037"
"5535","Q38970"
"5536","A0A023PXK7"
"5537","Q0UPL5"
"5538","Q6GL10"
"5539","B8CW72"
"5540","Q6GL10"
"5541","P44560"
"5542","O43065"
"5543","P44560"
"5544","Q6FBS3"
"5545","P67078"
"5546","Q6FBS3"
"5547","Q8SV63"
"5548","P67078"
"5549","Q01728"
"5550","Q3SYW9"
"5551","Q9CY57"
"5552","Q498T2"
"5553","Q498T2"
"5554","Q8VDS7"
"5555","Q25060"
"5556","Q25060"
"5557","Q25060"
"5558","Q25060"
"5559","P86408"
"5560","P74764"
"5561","O67377"
"5562","O74189"
"5563","O74189"
"5564","O74189"
"5565","O74189"
"5566","O74189"
"5567","O74189"
"5568","Q9D4H2"
"5569","Q9D4H2"
"5570","Q9D4H2"
"5571","Q9D4H2"
"5572","C6KFA3"
"5573","C6KFA3"
"5574","Q3ZD69"
"5575","A1USJ3"
"5576","Q8ZQQ6"
"5577","Q8ZQQ6"
"5578","Q8ZQQ6"
"5579","Q8ZQQ6"
"5580","Q65H54"
"5581","Q2NVV3"
"5582","Q87VJ2"
"5583","Q32N55"
"5584","A8Z5A4"
"5585","P58151"
"5586","A4D9J5"
"5587","Q8N5V2"
"5588","Q65RP0"
"5589","C4YL78"
"5590","O82190"
"5591","B1XNE1"
"5592","Q8VZE7"
"5593","Q8VZE7"
"5594","Q9ZKS5"
"5595","P03744"
"5596","P03764"
"5597","P03764"
"5598","A0A0U1LQE6"
"5599","A0A0U1LQE6"
"5600","B3QPX7"
"5601","Q96H55"
"5602","B3QPX7"
"5603","Q5SV42"
"5604","Q58237"
"5605","Q58237"
"5606","Q58237"
"5607","Q47319"
"5608","Q47319"
"5609","Q61450"
"5610","O88799"
"5611","O88799"
"5612","O88799"
"5613","O88799"
"5614","O88799"
"5615","P0CE12"
"5616","P0CE12"
"5617","Q9Y6V0"
"5618","Q9Y6V0"
"5619","A7TJS7"
"5620","Q9VGH7"
"5621","Q9VDW6"
"5622","Q9VDW6"
"5623","C1FXW9"
"5624","C1FXW9"
"5625","C1FXW9"
"5626","A8MT19"
"5627","Q5BKW9"
"5628","Q5BKW9"
"5629","Q8D227"
"5630","P27625"
"5631","P27625"
"5632","P27625"
"5633","P27625"
"5634","P27625"
"5635","P27625"
"5636","P94017"
"5637","P94017"
"5638","P94017"
"5639","P94017"
"5640","P94017"
"5641","Q3SWT4"
"5642","Q3SWT4"
"5643","P94017"
"5644","P94017"
"5645","P94017"
"5646","D4GUK1"
"5647","O77245"
"5648","P04927"
"5649","P04927"
"5650","P04927"
"5651","A2AF47"
"5652","Q96GC6"
"5653","Q96GC6"
"5654","Q96GC6"
"5655","Q96GC6"
"5656","Q96GC6"
"5657","Q8TF45"
"5658","Q8TF45"
"5659","Q8TF45"
"5660","Q8TF45"
"5661","Q8TF45"
"5662","Q8TF45"
"5663","Q8TF45"
"5664","Q8TF45"
"5665","Q8TF45"
"5666","Q8TF45"
"5667","Q8TF45"
"5668","Q8TF45"
"5669","Q8TF45"
"5670","Q8TF45"
"5671","Q8TF45"
"5672","Q8TF45"
"5673","Q8TF45"
"5674","Q8TF45"
"5675","Q8TF45"
"5676","Q9BY31"
"5677","Q9BY31"
"5678","Q9BY31"
"5679","Q9BY31"
"5680","Q9BY31"
"5681","Q9BY31"
"5682","Q9BY31"
"5683","Q9BY31"
"5684","Q9BY31"
"5685","Q9BY31"
"5686","Q9BY31"
"5687","Q9BY31"
"5688","Q9BY31"
"5689","Q9BY31"
"5690","Q9BY31"
"5691","Q9BY31"
"5692","Q9BY31"
"5693","Q9BY31"
"5694","Q9BY31"
"5695","Q9BY31"
"5696","Q9BY31"
"5697","Q9BY31"
"5698","Q147U1"
"5699","Q147U1"
"5700","Q147U1"
"5701","Q147U1"
"5702","Q147U1"
"5703","Q147U1"
"5704","Q147U1"
"5705","Q147U1"
"5706","P10076"
"5707","P10076"
"5708","P10076"
"5709","P10076"
"5710","P10076"
"5711","P10076"
"5712","P10076"
"5713","P10076"
"5714","P10076"
"5715","P10076"
"5716","P10076"
"5717","P10076"
"5718","P10076"
"5719","P10076"
"5720","P10076"
"5721","P10076"
"5722","P10076"
"5723","P10076"
"5724","P10076"
"5725","P10076"
"5726","P10076"
"5727","P10076"
"5728","P10076"
"5729","P10076"
"5730","Q8TF45"
"5731","Q8TF45"
"5732","Q8TF45"
"5733","Q8TF45"
"5734","Q8TF45"
"5735","Q8TF45"
"5736","Q8TF45"
"5737","Q8TF45"
"5738","Q8TF45"
"5739","Q8TF45"
"5740","Q8TF45"
"5741","Q8TF45"
"5742","Q8TF45"
"5743","Q8TF45"
"5744","Q8TF45"
"5745","Q8TF45"
"5746","Q8TF45"
"5747","Q8TF45"
"5748","P18737"
"5749","P18737"
"5750","P18737"
"5751","P18737"
"5752","P18737"
"5753","P18737"
"5754","P18737"
"5755","Q8NHY6"
"5756","Q8NHY6"
"5757","Q8NHY6"
"5758","Q8NHY6"
"5759","Q8NHY6"
"5760","Q8NHY6"
"5761","Q8NHY6"
"5762","Q8NHY6"
"5763","Q8NHY6"
"5764","Q8NHY6"
"5765","Q8NHY6"
"5766","Q8NHY6"
"5767","Q8NHY6"
"5768","Q8NHY6"
"5769","Q8NHY6"
"5770","Q8NHY6"
"5771","Q8NHY6"
"5772","Q8NHY6"
"5773","Q8NHY6"
"5774","Q8NHY6"
"5775","Q8NHY6"
"5776","Q8NHY6"
"5777","Q8NHY6"
"5778","Q8NHY6"
"5779","Q8NHY6"
"5780","P18722"
"5781","P18722"
"5782","P18722"
"5783","P18722"
"5784","P18722"
"5785","P18722"
"5786","P18722"
"5787","Q9S7Q7"
"5788","Q8CE72"
"5789","Q78JE5"
"5790","P9WPN7"
"5791","P9WPN7"
"5792","Q5G1S8"
"5793","Q3U1T9"
"5794","A6QLU8"
"5795","A6QLU8"
"5796","A6QLU8"
"5797","Q7SY48"
"5798","P41832"
"5799","Q32065"
"5800","Q8SQU9"
"5801","Q7SY48"
"5802","Q7SY48"
"5803","Q6NPF9"
"5804","Q6NPF9"
"5805","Q6NPF9"
"5806","Q8K9N2"
"5807","P54473"
"5808","P57380"
"5809","B0RBM5"
"5810","B0RBM5"
"5811","Q9RVK3"
"5812","Q6CXP4"
"5813","P09276"
"5814","Q4CUM2"
"5815","Q9UUQ6"
"5816","Q9UUQ6"
"5817","A7MBE0"
"5818","P83094"
"5819","C4L4K4"
"5820","Q09140"
"5821","B2HLS5"
"5822","Q9LN77"
"5823","Q99NI3"
"5824","Q98LX5"
"5825","Q81WD1"
"5826","Q81WD1"
"5827","Q81WD1"
"5828","Q81WD1"
"5829","Q81WD1"
"5830","Q81WD1"
"5831","Q81WD1"
"5832","Q81WD1"
"5833","Q2JM21"
"5834","Q9X4D0"
"5835","Q12347"
"5836","Q12496"
"5837","O73925"
"5838","Q8BGA8"
"5839","Q8DKW0"
"5840","Q6F8J0"
"5841","Q1XDA5"
"5842","Q1XDA5"
"5843","Q1XDA5"
"5844","Q4V9P6"
"5845","Q9VEC1"
"5846","A7MYB9"
"5847","A7MYB9"
"5848","P47698"
"5849","A7MYB9"
"5850","P82968"
"5851","P82968"
"5852","P36609"
"5853","P36609"
"5854","Q176V0"
"5855","Q176V0"
"5856","Q6BQP3"
"5857","Q6BQP3"
"5858","Q8R943"
"5859","P58455"
"5860","Q01662"
"5861","Q9YER0"
"5862","Q9YER0"
"5863","O62618"
"5864","P31821"
"5865","P56495"
"5866","P24107"
"5867","B6IUD9"
"5868","B6IUD9"
"5869","Q0AK63"
"5870","Q9NBX5"
"5871","Q0AK63"
"5872","P04584"
"5873","Q8BLH7"
"5874","Q8BLH7"
"5875","Q8BLH7"
"5876","B4EVR4"
"5877","Q8BLH7"
"5878","Q28139"
"5879","Q2YDF6"
"5880","Q11NR0"
"5881","Q9FLU7"
"5882","Q8P7K1"
"5883","O35547"
"5884","Q8P7K1"
"5885","Q8P7K1"
"5886","A9MPU4"
"5887","A9MPU4"
"5888","Q54F15"
"5889","Q01750"
"5890","B8G2L6"
"5891","Q83FY7"
"5892","C4LB55"
"5893","P59923"
"5894","Q06732"
"5895","Q06732"
"5896","Q06732"
"5897","Q06732"
"5898","Q06732"
"5899","Q06732"
"5900","Q06732"
"5901","Q06732"
"5902","Q06732"
"5903","Q06732"
"5904","Q06732"
"5905","Q06732"
"5906","Q06732"
"5907","Q06732"
"5908","Q96SR6"
"5909","Q96SR6"
"5910","Q96SR6"
"5911","Q9UKU6"
"5912","Q96SR6"
"5913","Q96SR6"
"5914","Q96SR6"
"5915","Q06732"
"5916","Q06732"
"5917","Q06732"
"5918","Q06732"
"5919","Q06732"
"5920","Q06732"
"5921","Q06732"
"5922","Q06732"
"5923","Q06732"
"5924","Q06732"
"5925","Q06732"
"5926","Q06732"
"5927","Q06732"
"5928","Q06732"
"5929","Q8N184"
"5930","Q8N184"
"5931","Q8N184"
"5932","Q8N184"
"5933","Q8N184"
"5934","Q8N184"
"5935","Q8N184"
"5936","Q8N184"
"5937","Q8N184"
"5938","Q8N184"
"5939","Q8N184"
"5940","Q06732"
"5941","Q06732"
"5942","Q06732"
"5943","Q06732"
"5944","Q06732"
"5945","Q06732"
"5946","Q06732"
"5947","Q06732"
"5948","Q06732"
"5949","Q06732"
"5950","Q06732"
"5951","Q06732"
"5952","Q06732"
"5953","Q06732"
"5954","Q6W2J9"
"5955","Q06732"
"5956","Q06732"
"5957","Q06732"
"5958","Q06732"
"5959","Q06732"
"5960","Q06732"
"5961","Q06732"
"5962","Q06732"
"5963","Q06732"
"5964","Q06732"
"5965","Q06732"
"5966","Q06732"
"5967","Q06732"
"5968","Q06732"
"5969","Q9LW77"
"5970","Q06732"
"5971","Q06732"
"5972","Q06732"
"5973","Q06732"
"5974","Q06732"
"5975","Q06732"
"5976","Q06732"
"5977","Q06732"
"5978","Q06732"
"5979","Q06732"
"5980","Q06732"
"5981","Q06732"
"5982","Q06732"
"5983","Q06732"
"5984","Q06732"
"5985","Q8IYN0"
"5986","Q8IYN0"
"5987","Q8IYN0"
"5988","Q8IYN0"
