target_id,X329775_L2,X329775_L1,log2fc,padj,up_ID,acc,evalue
TRINITY_DN11132_c0_g2_i3,3,5,-5.880613713,1.10E-10,sp|P49366|DHYS_HUMAN,P49366,9.30E-163
TRINITY_DN38787_c0_g4_i1,3,5,NA,NA,sp|P16912|KDC2_DROME,P16912,1.32E-38
TRINITY_DN21684_c0_g1_i1,3,5,NA,NA,sp|O14981|BTAF1_HUMAN,O14981,1.56E-26
TRINITY_DN11708_c0_g3_i1,3,5,-6.728453317,3.26E-23,sp|P48820|RBP2_BOVIN,P48820,1.31E-21
TRINITY_DN9766_c0_g1_i11,3,5,NA,NA,sp|Q10137|SEC14_SCHPO,Q10137,2.12E-43
TRINITY_DN9706_c0_g1_i1,3,5,-6.806700739,2.76E-20,sp|Q9UQB9|AURKC_HUMAN,Q9UQB9,1.04E-39
TRINITY_DN16418_c0_g1_i4,3,5,NA,NA,sp|Q9ULJ7|ANR50_HUMAN,Q9ULJ7,1.13E-27
TRINITY_DN17837_c0_g2_i1,3,5,-5.666010684,4.25E-12,sp|A5DWE2|H31_LODEL,A5DWE2,1.05E-29
TRINITY_DN12495_c0_g1_i3,3,6,-5.508704327,1.99E-08,sp|Q9SLA1|P2C22_ARATH,Q9SLA1,8.44E-27
TRINITY_DN489_c0_g1_i11,3,6,NA,NA,sp|P20147|HSP90_PLAFP,P20147,4.02E-62
TRINITY_DN15431_c0_g1_i3,3,6,NA,NA,sp|P37287|PIGA_HUMAN,P37287,4.46E-125
TRINITY_DN9158_c0_g3_i1,3,6,-5.060663533,2.74E-10,sp|Q5M9G0|DCTD_RAT,Q5M9G0,4.93E-64
TRINITY_DN12034_c0_g1_i1,3,6,-6.883380596,3.38E-22,sp|P22105|TENX_HUMAN,P22105,2.47E-64
TRINITY_DN19311_c0_g1_i1,3,6,-7.124149482,1.73E-31,sp|Q9ULJ7|ANR50_HUMAN,Q9ULJ7,6.05E-57
TRINITY_DN35900_c0_g1_i1,3,6,-6.199066006,7.14E-24,sp|Q5RA75|F135A_PONAB,Q5RA75,6.87E-55
TRINITY_DN3671_c0_g1_i2,3,6,NA,NA,sp|Q5RBA1|ING3_PONAB,Q5RBA1,3.92E-33
TRINITY_DN15184_c0_g1_i2,3,6,NA,NA,sp|Q5R9S5|ZN182_PONAB,Q5R9S5,7.60E-30
TRINITY_DN23906_c0_g1_i3,3,6,NA,NA,sp|Q8LQJ8|FTSH5_ORYSJ,Q8LQJ8,4.10E-139
TRINITY_DN13125_c0_g1_i1,3,6,-5.005999769,6.01E-12,sp|Q9ZVJ4|CYP22_ARATH,Q9ZVJ4,3.61E-86
TRINITY_DN19627_c0_g1_i1,3,6,NA,NA,sp|Q9ULJ7|ANR50_HUMAN,Q9ULJ7,2.35E-55
TRINITY_DN20558_c0_g1_i1,3,6,-6.660030929,8.26E-21,sp|Q6DRJ4|KRI1_DANRE,Q6DRJ4,7.37E-27
TRINITY_DN52354_c0_g1_i1,3,6,-6.636177466,5.73E-26,sp|Q28205|TBCD_BOVIN,Q28205,1.34E-142
TRINITY_DN3299_c0_g1_i1,3,6,-7.233952364,1.79E-20,sp|P34385|MCCB_CAEEL,P34385,0
TRINITY_DN12984_c0_g2_i2,3,6,-4.831292007,5.71E-11,sp|Q8W1X2|PDXK_ARATH,Q8W1X2,6.54E-82
TRINITY_DN6349_c0_g1_i4,3,6,-5.311897091,1.25E-10,sp|Q483Q8|DEOD_COLP3,Q483Q8,3.24E-89
TRINITY_DN14114_c0_g2_i2,3,6,-4.596191347,0.002823153,sp|Q8BGF3|WDR92_MOUSE,Q8BGF3,2.15E-138
TRINITY_DN22463_c0_g1_i1,3,6,-5.679973124,1.16E-13,sp|O08832|GALT4_MOUSE,O08832,6.25E-22
TRINITY_DN17258_c0_g3_i1,3,6,NA,NA,sp|Q2TAS2|SMUF2_XENLA,Q2TAS2,1.93E-31
TRINITY_DN12114_c0_g1_i5,3,6,-6.006996013,3.15E-04,sp|O75366|AVIL_HUMAN,O75366,4.19E-121
TRINITY_DN19411_c0_g2_i1,3,6,NA,NA,sp|Q9NW82|WDR70_HUMAN,Q9NW82,1.16E-40
TRINITY_DN46869_c0_g1_i1,3,6,NA,NA,sp|D3YY23|LONF1_MOUSE,D3YY23,1.55E-24
TRINITY_DN12492_c0_g1_i4,3,7,-6.13080766,2.89E-17,sp|Q39012|KSG9_ARATH,Q39012,1.06E-53
TRINITY_DN52488_c0_g1_i1,3,7,-7.384229862,1.54E-24,sp|P24525|CYPH_BRANA,P24525,3.27E-40
TRINITY_DN11214_c0_g3_i3,3,7,NA,NA,sp|Q9NJU9|CDPK3_PLAF7,Q9NJU9,2.81E-62
TRINITY_DN10471_c0_g2_i1,3,7,-4.070493536,1.18E-05,sp|Q52356|TERC_SERMA,Q52356,2.00E-35
TRINITY_DN16992_c1_g1_i2,3,7,-5.434701243,9.63E-11,sp|Q9SA98|ALKBH_ARATH,Q9SA98,1.19E-24
TRINITY_DN49581_c0_g1_i1,3,7,-2.349374668,0.028784621,sp|Q02766|COX1_PLAFA,Q02766,5.55E-28
TRINITY_DN4077_c0_g2_i2,3,7,-6.690874824,9.15E-21,sp|Q75JD5|PCKA_DICDI,Q75JD5,0
TRINITY_DN38487_c0_g3_i1,3,7,-5.243861644,1.29E-09,sp|P23880|PP12_SCHPO,P23880,9.55E-127
TRINITY_DN7462_c0_g1_i1,3,7,-5.32534824,6.69E-08,sp|P40282|H2A_PLAFA,P40282,8.73E-46
TRINITY_DN10649_c0_g1_i1,3,7,-7.38257575,1.11E-17,sp|B3N4C7|EIF3I_DROER,B3N4C7,6.65E-66
TRINITY_DN47146_c0_g1_i1,3,7,NA,NA,sp|Q9HCJ5|ZSWM6_HUMAN,Q9HCJ5,3.85E-40
TRINITY_DN10908_c0_g4_i1,3,7,-7.960857187,9.47E-45,sp|O75808|CAN15_HUMAN,O75808,2.14E-42
TRINITY_DN10850_c0_g1_i4,3,8,-4.943179228,0.002794932,sp|Q8W0W3|TF2B_ORYSJ,Q8W0W3,1.17E-27
TRINITY_DN6959_c0_g1_i1,3,8,-6.269101979,2.98E-18,sp|Q9VBP9|NPL4_DROME,Q9VBP9,1.91E-26
TRINITY_DN4578_c0_g1_i2,3,8,-5.796489378,6.50E-12,sp|F4K1R2|HINT3_ARATH,F4K1R2,5.14E-26
TRINITY_DN2369_c0_g2_i1,3,8,-3.419018203,3.97E-04,sp|Q5RKL5|STEA3_RAT,Q5RKL5,2.15E-61
TRINITY_DN3886_c0_g3_i3,3,9,-5.292464148,2.64E-09,sp|P31320|KAPR_BLAEM,P31320,2.34E-68
TRINITY_DN17165_c1_g1_i1,3,9,-5.853056466,5.75E-09,sp|P93262|PGMC_MESCR,P93262,0
TRINITY_DN24524_c0_g1_i1,3,9,NA,NA,sp|O22785|PR19B_ARATH,O22785,1.54E-23
TRINITY_DN4021_c0_g1_i2,3,9,-4.858383734,0.003868326,sp|Q4U2R1|HERC2_MOUSE,Q4U2R1,5.25E-39
TRINITY_DN4371_c0_g1_i4,3,9,NA,NA,sp|P52285|SKP1A_DICDI,P52285,3.71E-54
TRINITY_DN36985_c0_g1_i1,3,9,NA,NA,sp|Q9H8V3|ECT2_HUMAN,Q9H8V3,4.40E-28
TRINITY_DN4449_c0_g1_i1,3,9,-5.388469641,1.95E-11,sp|Q803Z2|YIPF3_DANRE,Q803Z2,3.71E-21
TRINITY_DN3683_c0_g1_i2,3,10,-5.875362975,3.48E-09,sp|Q869Q2|RRS1_DICDI,Q869Q2,1.18E-32
TRINITY_DN26412_c0_g1_i3,3,10,-4.779743314,1.20E-04,sp|Q9GSB0|CRTP1_DICDI,Q9GSB0,1.75E-46
TRINITY_DN22270_c0_g1_i1,3,10,-6.469762935,3.87E-13,sp|Q55B06|SPXS1_DICDI,Q55B06,4.42E-28
TRINITY_DN22153_c0_g1_i1,3,11,NA,NA,sp|Q9FT73|MED34_ARATH,Q9FT73,5.04E-114
TRINITY_DN1148_c0_g1_i9,3,12,-6.231124243,8.94E-11,sp|P42644|14333_ARATH,P42644,4.31E-106
TRINITY_DN12674_c0_g1_i1,3,12,-5.81074634,8.83E-10,sp|Q922Q2|RIOK1_MOUSE,Q922Q2,1.30E-95
TRINITY_DN5295_c1_g1_i2,3,12,NA,NA,sp|Q6ZN16|M3K15_HUMAN,Q6ZN16,0
TRINITY_DN3232_c1_g2_i2,3,12,NA,NA,sp|P27996|H4_SOLST,P27996,8.84E-42
TRINITY_DN17090_c0_g1_i2,3,13,-6.583936816,4.71E-10,sp|Q84M24|AB1A_ARATH,Q84M24,7.11E-122
TRINITY_DN3729_c0_g2_i1,3,13,-6.639242191,7.01E-12,sp|Q4N594|CYC_THEPA,Q4N594,3.39E-49
TRINITY_DN34203_c0_g1_i1,3,13,-6.083086728,5.61E-10,sp|O52225|DPO1_THEFI,O52225,1.13E-59
TRINITY_DN3298_c0_g1_i1,3,13,NA,NA,sp|Q9Y2Q1|ZN257_HUMAN,Q9Y2Q1,4.30E-22
TRINITY_DN15812_c0_g1_i1,3,13,-5.832378892,3.89E-09,sp|P40859|MSOX_BACB0,P40859,1.76E-25
TRINITY_DN4361_c0_g1_i7,3,17,-6.439940699,9.67E-09,sp|Q3UJK4|GTPB2_MOUSE,Q3UJK4,9.16E-37
TRINITY_DN7576_c0_g1_i5,3,17,-3.695171912,0.007829355,sp|Q54NM9|STT3_DICDI,Q54NM9,0
TRINITY_DN1474_c0_g1_i1,3,21,-6.051432688,5.17E-07,sp|Q8MPF7|RSSA_TOXGO,Q8MPF7,1.59E-111
TRINITY_DN14588_c0_g2_i1,3,22,NA,NA,sp|Q5R9W6|TAF13_PONAB,Q5R9W6,1.27E-52
TRINITY_DN2839_c0_g1_i4,3,27,NA,NA,sp|Q96GG9|DCNL1_HUMAN,Q96GG9,3.28E-47
TRINITY_DN7999_c0_g2_i4,3,31,NA,NA,sp|Q54HH2|SRR_DICDI,Q54HH2,1.62E-67
TRINITY_DN3819_c0_g1_i1,4,1,NA,NA,sp|Q06730|ZN33A_HUMAN,Q06730,2.35E-24
TRINITY_DN10853_c0_g1_i1,4,1,-6.945855887,1.55E-15,sp|F4JLE5|SFH1_ARATH,F4JLE5,1.87E-36
TRINITY_DN7821_c0_g1_i3,4,1,NA,NA,sp|P35821|PTN1_MOUSE,P35821,1.14E-82
TRINITY_DN6919_c0_g1_i1,4,1,-7.18130386,2.04E-07,sp|P0CM16|ARF_CRYNJ,P0CM16,2.38E-97
TRINITY_DN50830_c0_g1_i1,4,1,-2.643020421,0.026244438,sp|Q5ZM65|PTSS1_CHICK,Q5ZM65,9.50E-33
TRINITY_DN24578_c0_g1_i1,4,1,NA,NA,sp|P53395|ODB2_MOUSE,P53395,7.44E-39
TRINITY_DN22935_c0_g1_i2,4,1,-5.105280159,3.10E-09,sp|Q9C6B3|GCA2_ARATH,Q9C6B3,3.84E-55
TRINITY_DN5491_c0_g2_i1,4,1,-6.088334887,4.30E-09,sp|P41001|TOP2_PLAFK,P41001,0
TRINITY_DN5439_c0_g2_i1,4,1,-6.826864586,5.54E-17,sp|Q7Z429|LFG1_HUMAN,Q7Z429,2.18E-32
TRINITY_DN41305_c0_g1_i1,4,1,-6.378065862,2.79E-16,sp|O35790|PIGL_RAT,O35790,1.26E-34
TRINITY_DN3103_c0_g1_i6,4,1,NA,NA,sp|Q9NVG8|TBC13_HUMAN,Q9NVG8,4.63E-27
TRINITY_DN7993_c0_g4_i3,4,1,NA,NA,sp|P38361|PHO89_YEAST,P38361,4.69E-39
TRINITY_DN18156_c0_g2_i2,4,1,-5.217772778,7.04E-04,sp|Q6PI78|TMM65_HUMAN,Q6PI78,4.01E-25
TRINITY_DN2597_c0_g1_i5,4,1,-6.031088035,3.01E-13,sp|Q9UKK9|NUDT5_HUMAN,Q9UKK9,5.00E-40
TRINITY_DN8315_c0_g1_i1,4,1,NA,NA,sp|Q92193|ACT_CRAVI,Q92193,4.54E-40
TRINITY_DN7447_c1_g1_i3,4,1,-5.748426469,4.24E-04,sp|Q5U3F2|SLU7_DANRE,Q5U3F2,8.20E-97
TRINITY_DN37609_c0_g1_i1,4,1,NA,NA,sp|P36898|BMR1B_MOUSE,P36898,7.17E-23
TRINITY_DN19154_c0_g1_i3,4,1,NA,NA,sp|Q02525|ZFP39_MOUSE,Q02525,1.35E-25
TRINITY_DN44706_c0_g1_i1,4,1,NA,NA,sp|Q3SYU7|TNPO1_BOVIN,Q3SYU7,6.94E-49
TRINITY_DN17938_c0_g1_i4,4,1,-5.639380061,1.08E-07,sp|Q9MA98|ERCC1_ARATH,Q9MA98,1.10E-35
TRINITY_DN7191_c0_g1_i2,4,1,-4.492577046,1.32E-05,sp|Q4PID3|APTH1_USTMA,Q4PID3,2.95E-27
TRINITY_DN21445_c0_g1_i1,4,2,NA,NA,sp|Q6ZT12|UBR3_HUMAN,Q6ZT12,4.86E-48
TRINITY_DN37431_c0_g1_i1,4,2,-4.735720356,1.87E-08,sp|Q8BHK9|ERC6L_MOUSE,Q8BHK9,1.34E-33
TRINITY_DN6744_c0_g1_i2,4,2,-4.581709932,0.001891421,sp|Q7ZVC2|CLUA1_DANRE,Q7ZVC2,3.72E-80
TRINITY_DN38881_c0_g1_i3,4,2,-4.711991972,3.08E-08,sp|Q5AW93|AT221_EMENI,Q5AW93,9.14E-29
TRINITY_DN46056_c0_g1_i1,4,2,NA,NA,sp|Q6DFG0|RH21A_XENLA,Q6DFG0,6.49E-22
TRINITY_DN40284_c1_g1_i5,4,2,-5.585000857,0.002472875,sp|O65359|SYP41_ARATH,O65359,3.99E-36
TRINITY_DN13063_c1_g1_i2,4,2,-5.834403606,1.80E-13,sp|Q9NWT6|HIF1N_HUMAN,Q9NWT6,1.03E-41
TRINITY_DN37778_c0_g1_i1,4,2,NA,NA,sp|Q9VTK2|POMT1_DROME,Q9VTK2,3.16E-37
TRINITY_DN58768_c0_g1_i1,4,2,-5.818481476,5.46E-14,sp|P80404|GABT_HUMAN,P80404,2.00E-98
TRINITY_DN50642_c0_g1_i1,4,2,NA,NA,sp|Q7TPQ9|ARRD3_MOUSE,Q7TPQ9,6.57E-21
TRINITY_DN24487_c0_g2_i1,4,2,-6.252844827,1.11E-14,sp|B1AQJ2|UBP36_MOUSE,B1AQJ2,1.90E-60
TRINITY_DN40884_c0_g1_i1,4,2,-5.783303041,5.24E-16,sp|B5X0W9|ISOC1_SALSA,B5X0W9,1.03E-34
TRINITY_DN3229_c1_g2_i2,4,2,-4.710059343,2.56E-08,sp|Q800A0|CATE_LITCT,Q800A0,4.04E-66
TRINITY_DN21970_c0_g2_i2,4,2,NA,NA,sp|Q84LR6|PPA14_ARATH,Q84LR6,4.15E-25
TRINITY_DN9003_c0_g2_i8,4,2,-5.463187355,3.48E-04,sp|Q9QVC8|FKBP4_RAT,Q9QVC8,7.62E-22
TRINITY_DN19185_c0_g1_i1,4,2,-7.448375645,1.75E-27,sp|Q7XWP1|CPSF1_ORYSJ,Q7XWP1,1.63E-29
TRINITY_DN7211_c0_g1_i2,4,2,-5.345483532,1.27E-11,sp|O15439|MRP4_HUMAN,O15439,8.69E-116
TRINITY_DN11119_c0_g2_i2,4,2,NA,NA,sp|P0CT84|RL12B_SCHPO,P0CT84,2.36E-76
TRINITY_DN599_c0_g1_i4,4,2,-3.531928716,0.014544225,sp|Q5ZMS3|IF2G_CHICK,Q5ZMS3,2.31E-34
TRINITY_DN17274_c0_g1_i1,4,2,-6.822282503,2.09E-20,sp|Q90YB1|DNLI4_CHICK,Q90YB1,7.80E-76
TRINITY_DN32981_c0_g1_i1,4,2,NA,NA,sp|O60264|SMCA5_HUMAN,O60264,1.80E-39
TRINITY_DN10853_c2_g1_i1,4,3,-4.807164096,7.63E-09,sp|Q4R571|TSSC1_MACFA,Q4R571,4.64E-41
TRINITY_DN17105_c0_g1_i8,4,3,NA,NA,sp|Q55EY8|UBE2W_DICDI,Q55EY8,5.60E-40
TRINITY_DN6988_c4_g1_i2,4,3,-4.953623021,2.08E-09,sp|Q7Z4W1|DCXR_HUMAN,Q7Z4W1,1.29E-78
TRINITY_DN24592_c0_g2_i1,4,3,NA,NA,sp|Q9VS60|SMSR1_DROME,Q9VS60,1.06E-37
TRINITY_DN6019_c0_g1_i2,4,3,-7.139476983,6.85E-22,sp|Q6P4Z6|LCMT1_RAT,Q6P4Z6,4.12E-47
TRINITY_DN14694_c0_g1_i1,4,3,-6.26425542,1.56E-13,sp|Q2KHP8|TYW1_XENLA,Q2KHP8,3.25E-108
TRINITY_DN27580_c0_g1_i1,4,3,-2.509567335,0.030100143,sp|P38621|ZN12_MICSA,P38621,8.42E-32
TRINITY_DN53987_c0_g1_i1,4,3,NA,NA,sp|A0MGZ7|H6ST3_DANRE,A0MGZ7,1.85E-25
TRINITY_DN2758_c0_g1_i2,4,3,-6.436397558,1.16E-22,sp|F4KIL8|FBT5_ARATH,F4KIL8,1.22E-25
TRINITY_DN2739_c0_g1_i8,4,3,-5.821250648,1.00E-12,sp|Q556Y9|MD2L1_DICDI,Q556Y9,6.95E-44
TRINITY_DN8531_c0_g1_i4,4,3,-4.514260565,0.001895144,sp|Q9SPE6|SNAA2_ARATH,Q9SPE6,3.25E-44
TRINITY_DN15184_c0_g1_i9,4,3,NA,NA,sp|Q86TJ5|ZN554_HUMAN,Q86TJ5,2.68E-33
TRINITY_DN48797_c0_g1_i1,4,3,NA,NA,sp|Q23551|UNC22_CAEEL,Q23551,4.70E-36
TRINITY_DN13519_c1_g4_i1,4,3,-6.142458242,4.30E-21,sp|A4Q9F4|TTL11_MOUSE,A4Q9F4,3.30E-38
TRINITY_DN18156_c1_g2_i1,4,3,NA,NA,sp|Q28IH8|CFA36_XENTR,Q28IH8,2.65E-26
TRINITY_DN4342_c0_g1_i5,4,3,-5.181156565,8.15E-04,sp|Q9SVV9|AML3_ARATH,Q9SVV9,2.68E-25
TRINITY_DN3486_c0_g1_i14,4,3,NA,NA,sp|Q32M78|ZN699_HUMAN,Q32M78,2.67E-47
TRINITY_DN9286_c0_g1_i1,4,3,-7.418179908,1.24E-23,sp|Q8IV36|HID1_HUMAN,Q8IV36,1.69E-114
TRINITY_DN9292_c0_g1_i3,4,3,-5.436606588,1.98E-09,sp|A7TMF9|YTM1_VANPO,A7TMF9,7.51E-38
TRINITY_DN11523_c0_g1_i1,4,3,-5.897140655,7.70E-09,sp|Q94A97|UBC35_ARATH,Q94A97,1.25E-72
TRINITY_DN18819_c0_g1_i3,4,3,-5.363069091,3.67E-15,sp|P11915|NLTP_RAT,P11915,1.16E-88
TRINITY_DN2806_c1_g4_i1,4,3,-2.966692312,0.001915152,sp|Q96EQ9|PRDM9_MOUSE,Q96EQ9,9.20E-23
TRINITY_DN2874_c0_g2_i6,4,3,NA,NA,sp|Q5R5S6|ZN540_PONAB,Q5R5S6,1.63E-36
TRINITY_DN1998_c0_g1_i4,4,3,-6.476938208,8.45E-12,sp|Q73EJ5|Y363_BACC1,Q73EJ5,1.65E-41
TRINITY_DN25162_c0_g1_i1,4,3,-6.650504683,1.37E-21,sp|Q67Z52|TBCB_ARATH,Q67Z52,1.28E-35
TRINITY_DN6891_c0_g1_i1,4,3,-5.434337209,1.06E-13,sp|P54609|CD48A_ARATH,P54609,3.03E-105
TRINITY_DN5955_c0_g1_i2,4,3,NA,NA,sp|Q95JP0|WDR63_MACFA,Q95JP0,1.49E-92
TRINITY_DN32633_c0_g2_i1,4,3,-5.243685748,1.02E-13,sp|Q5EAR5|TRPT1_DANRE,Q5EAR5,2.05E-24
TRINITY_DN40838_c0_g1_i3,4,3,-5.146682475,1.32E-07,sp|Q9BTF0|THUM2_HUMAN,Q9BTF0,5.60E-24
TRINITY_DN19225_c0_g2_i1,4,3,-6.684081284,3.50E-16,sp|Q553V1|CISYM_DICDI,Q553V1,1.82E-161
TRINITY_DN11033_c0_g1_i3,4,3,-5.225975908,3.56E-07,sp|Q6Z358|C3H49_ORYSJ,Q6Z358,4.04E-108
TRINITY_DN3079_c0_g1_i4,4,3,NA,NA,sp|Q93VB2|AT18A_ARATH,Q93VB2,4.16E-47
TRINITY_DN27278_c0_g1_i1,4,3,-3.843538789,3.38E-07,sp|Q9FJ95|DHSO_ARATH,Q9FJ95,3.13E-29
TRINITY_DN42655_c0_g1_i1,4,4,NA,NA,sp|P47740|AL3A2_MOUSE,P47740,3.22E-60
TRINITY_DN5109_c0_g1_i5,4,4,-6.14829879,5.48E-24,sp|Q552W5|CCHL_DICDI,Q552W5,3.62E-35
TRINITY_DN13843_c0_g2_i3,4,4,-5.400120423,2.84E-08,sp|O14111|PSD3_SCHPO,O14111,2.53E-42
TRINITY_DN13938_c0_g3_i3,4,4,-5.843972555,1.41E-19,sp|Q90Z08|U119B_DANRE,Q90Z08,4.70E-56
TRINITY_DN30081_c0_g1_i1,4,4,NA,NA,sp|Q8CC88|VWA8_MOUSE,Q8CC88,3.03E-44
TRINITY_DN30118_c0_g1_i1,4,4,NA,NA,sp|Q9Y0H4|SUDX_DROME,Q9Y0H4,4.86E-28
TRINITY_DN8563_c0_g1_i1,4,4,-5.293746259,1.51E-09,sp|P26991|ARF_GIAIN,P26991,5.00E-27
TRINITY_DN41391_c0_g1_i1,4,4,NA,NA,sp|Q9NQT8|KI13B_HUMAN,Q9NQT8,1.30E-56
TRINITY_DN658_c0_g1_i6,4,4,-5.119167446,4.72E-10,sp|A3E4D8|CALM_PROMN,A3E4D8,1.21E-101
TRINITY_DN36262_c0_g2_i1,4,4,NA,NA,sp|Q7T163|KDIS_DANRE,Q7T163,5.31E-30
TRINITY_DN18194_c0_g1_i7,4,4,-3.794134483,0.016293049,sp|Q91X83|METK1_MOUSE,Q91X83,1.61E-125
TRINITY_DN17344_c0_g1_i2,4,4,-7.582152905,2.13E-33,sp|Q6QNM1|KC1_TOXGO,Q6QNM1,2.85E-117
TRINITY_DN13002_c0_g1_i1,4,4,-5.730705085,4.65E-17,sp|Q5T1Q4|S35F1_HUMAN,Q5T1Q4,6.64E-53
TRINITY_DN6570_c0_g1_i2,4,4,-6.618187001,7.37E-18,sp|Q5PQA4|NB5R2_XENLA,Q5PQA4,1.67E-78
TRINITY_DN12283_c0_g1_i1,4,4,NA,NA,sp|C4L7I7|RLMI_TOLAT,C4L7I7,1.28E-35
TRINITY_DN4143_c0_g1_i5,4,4,NA,NA,sp|Q6Q151|CYP59_ARATH,Q6Q151,7.61E-117
TRINITY_DN29026_c0_g1_i1,4,4,NA,NA,sp|Q15262|PTPRK_HUMAN,Q15262,4.73E-23
TRINITY_DN2366_c0_g1_i1,4,4,-4.809568386,0.008408246,sp|P24203|YJIA_ECOLI,P24203,3.56E-28
TRINITY_DN7279_c0_g6_i2,4,4,-6.226621721,4.81E-15,sp|Q9XEE9|ALG11_ARATH,Q9XEE9,2.34E-96
TRINITY_DN44752_c0_g1_i1,4,4,NA,NA,sp|Q9W145|STRT1_DROME,Q9W145,8.27E-30
TRINITY_DN17255_c0_g1_i2,4,4,NA,NA,sp|P22694|KAPCB_HUMAN,P22694,7.91E-101
TRINITY_DN20367_c0_g1_i1,4,4,-5.721576332,2.22E-11,sp|Q93VV0|ZDHC6_ARATH,Q93VV0,1.37E-21
TRINITY_DN10536_c0_g1_i5,4,4,-4.36694182,5.48E-08,sp|Q9JIX0|ENY2_MOUSE,Q9JIX0,1.18E-27
TRINITY_DN1876_c0_g1_i6,4,4,-5.982711331,4.28E-18,sp|Q92047|PIMT_DANRE,Q92047,1.81E-60
TRINITY_DN4745_c0_g2_i2,4,5,-4.980455506,0.00192118,sp|C0LGD7|Y1684_ARATH,C0LGD7,2.09E-45
TRINITY_DN2054_c0_g1_i6,4,5,-6.121535972,9.29E-14,sp|Q8QGH2|SUMO1_CHICK,Q8QGH2,1.66E-22
TRINITY_DN16237_c0_g1_i1,4,5,NA,NA,sp|Q3S8M4|ELOV4_MACMU,Q3S8M4,3.00E-43
TRINITY_DN808_c0_g1_i8,4,5,-5.955978624,3.17E-19,sp|Q24117|DYL1_DROME,Q24117,3.68E-57
TRINITY_DN48068_c0_g1_i1,4,5,NA,NA,sp|P0CB33|ZN735_HUMAN,P0CB33,1.75E-23
TRINITY_DN23721_c0_g1_i1,4,5,-3.782713973,6.10E-06,sp|Q7ZXX2|KIF19_XENLA,Q7ZXX2,5.36E-85
TRINITY_DN11290_c0_g1_i2,4,5,NA,NA,sp|Q5R2J2|G3P_PELSI,Q5R2J2,6.86E-144
TRINITY_DN9463_c0_g2_i1,4,5,-6.454226917,1.99E-16,sp|Q6DFV1|CNDG2_MOUSE,Q6DFV1,3.17E-39
TRINITY_DN7681_c0_g1_i3,4,5,-6.163575322,3.05E-22,sp|Q6IM78|TOP1M_RAT,Q6IM78,9.63E-127
TRINITY_DN6745_c0_g1_i5,4,5,NA,NA,sp|Q1JQC1|MFSD1_BOVIN,Q1JQC1,1.29E-39
TRINITY_DN14216_c0_g1_i2,4,5,NA,NA,sp|Q5ZKS8|UBIA1_CHICK,Q5ZKS8,4.28E-27
TRINITY_DN14341_c0_g1_i7,4,5,NA,NA,sp|Q0VBU9|PLPP4_MOUSE,Q0VBU9,3.73E-61
TRINITY_DN4095_c0_g3_i1,4,5,-6.396221958,3.48E-24,sp|Q3EDF8|PPR28_ARATH,Q3EDF8,5.61E-33
TRINITY_DN3145_c0_g1_i6,4,5,NA,NA,sp|Q0DBU5|RH31_ORYSJ,Q0DBU5,3.39E-38
TRINITY_DN11915_c1_g1_i5,4,5,-6.364320209,3.35E-19,sp|O74965|EIF2A_SCHPO,O74965,1.95E-31
TRINITY_DN17378_c0_g3_i1,4,5,-5.607798112,6.06E-12,sp|P22216|RAD53_YEAST,P22216,1.17E-34
TRINITY_DN5229_c0_g1_i12,4,5,-7.3561967,4.74E-33,sp|Q05746|HSP70_PLACB,Q05746,0
TRINITY_DN4359_c0_g1_i1,4,5,-6.287632593,3.24E-13,sp|Q9VVE5|MSIR6_DROME,Q9VVE5,1.83E-26
TRINITY_DN14924_c0_g3_i3,4,5,-3.803523054,0.002261121,sp|Q54JE4|ODO1_DICDI,Q54JE4,0
TRINITY_DN56545_c0_g1_i1,4,5,NA,NA,sp|A5YKK6|CNOT1_HUMAN,A5YKK6,5.75E-34
TRINITY_DN7488_c0_g2_i1,4,5,-6.237487452,5.27E-24,sp|Q9SA78|COPE1_ARATH,Q9SA78,2.65E-24
TRINITY_DN6565_c0_g1_i2,4,5,-7.76690041,2.03E-32,sp|O04716|MSH6_ARATH,O04716,6.95E-141
TRINITY_DN45998_c0_g1_i1,4,5,NA,NA,sp|Q9W092|CHIT2_DROME,Q9W092,5.45E-22
TRINITY_DN10725_c0_g2_i12,4,5,-5.655177996,2.14E-17,sp|Q7XA86|ZDH11_ARATH,Q7XA86,1.41E-22
TRINITY_DN7726_c0_g1_i1,4,5,-6.005541127,2.13E-18,sp|A7MAZ3|UBA5_BOVIN,A7MAZ3,3.69E-131
TRINITY_DN6876_c0_g1_i1,4,5,-6.379312602,1.87E-18,sp|Q54MZ3|CDC20_DICDI,Q54MZ3,4.29E-98
TRINITY_DN25824_c0_g2_i1,4,5,NA,NA,sp|Q923Q2|STA13_MOUSE,Q923Q2,8.83E-34
TRINITY_DN52532_c0_g1_i1,4,5,-6.508328997,5.75E-14,sp|Q5EAR5|TRPT1_DANRE,Q5EAR5,2.93E-37
TRINITY_DN17938_c0_g1_i1,4,5,-5.060617916,1.01E-12,sp|Q9MA98|ERCC1_ARATH,Q9MA98,1.27E-34
TRINITY_DN23402_c0_g1_i1,4,5,NA,NA,sp|Q5R9W1|MARH6_PONAB,Q5R9W1,5.30E-27
TRINITY_DN18370_c1_g3_i1,4,5,-5.404978648,6.44E-17,sp|Q9SIC9|PP178_ARATH,Q9SIC9,1.89E-47
